# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = bernoulli_model
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 10000
# id = 1
# data
#   file = bernoulli_1.data.R
# init = 2 (Default)
# random
#   seed = 2640066759
# output
#   file = bernoulli_variational_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,log_p__,log_g__,theta
0,-7.78365,-0.0968008,0.408992
0,-7.70153,-0.0658142,0.28618
0,-7.87892,-0.231319,0.244196
0,-8.11563,-0.455439,0.211439
0,-7.7732,-0.0893655,0.406162
0,-8.07093,-0.412652,0.216694
0,-8.94481,-0.93423,0.56516
0,-7.65823,-0.02413,0.306466
0,-9.35854,-1.73759,0.126211
0,-7.67638,-0.0418891,0.296478
0,-7.90889,-0.259381,0.239202
0,-9.16175,-1.09111,0.583496
0,-7.70525,-0.0415058,0.384283
0,-8.97672,-1.32474,0.145033
0,-7.96606,-0.313148,0.230511
0,-7.80115,-0.158791,0.259128
0,-8.87014,-1.21249,0.151078
0,-7.66236,-0.0125898,0.363682
0,-11.1833,-2.57393,0.705876
0,-7.64031,-0.00021747,0.342283
0,-8.71382,-1.0502,0.160735
0,-7.70731,-0.0712508,0.284144
0,-8.50707,-0.618184,0.522172
0,-8.23712,-0.423379,0.489596
0,-9.59923,-2.00638,0.11615
0,-8.33121,-0.664976,0.189775
0,-7.65158,-0.0173645,0.311303
0,-9.09471,-1.04261,0.577999
0,-7.80594,-0.16325,0.258104
0,-7.63818,-0.000853948,0.332829
0,-7.91841,-0.268312,0.237684
0,-7.74077,-0.0663776,0.39662
0,-7.74956,-0.0725889,0.399335
0,-8.62694,-0.961236,0.166574
0,-7.75753,-0.118192,0.269353
0,-10.8723,-2.34252,0.690926
0,-7.71465,-0.0480446,0.387807
0,-8.40459,-0.737541,0.18345
0,-7.6553,-0.0211774,0.308476
0,-7.83043,-0.130247,0.420609
0,-8.63687,-0.971363,0.165888
0,-7.65918,-0.0250726,0.305853
0,-8.73796,-0.784833,0.546014
0,-8.51638,-0.624903,0.523194
0,-8.94298,-1.28906,0.146904
0,-7.72348,-0.0542159,0.390928
0,-7.6507,-0.00539381,0.3551
0,-8.16413,-0.370698,0.479551
0,-8.27476,-0.60959,0.194959
0,-7.65895,-0.024844,0.306
0,-7.83625,-0.191481,0.251976
0,-8.38852,-0.53264,0.508621
0,-7.65088,-0.0166306,0.311884
0,-7.72187,-0.0530919,0.390373
0,-8.1372,-0.351268,0.475671
0,-7.73419,-0.096428,0.275694
0,-7.9658,-0.227616,0.448053
0,-9.8409,-1.58431,0.632522
0,-10.3708,-2.9123,0.090434
0,-7.64211,-0.00698154,0.32133
0,-7.73547,-0.0626398,0.394928
0,-7.66833,-0.0340966,0.300508
0,-8.14415,-0.482851,0.208249
0,-7.6687,-0.0167087,0.367486
0,-7.94402,-0.292386,0.233745
0,-7.66279,-0.012866,0.363954
0,-8.13645,-0.35072,0.47556
0,-9.12275,-1.48067,0.137356
0,-10.24,-1.87619,0.656974
0,-7.65679,-0.0226778,0.307437
0,-8.61297,-0.694611,0.53348
0,-7.64987,-0.0155775,0.312741
0,-7.65853,-0.0244263,0.306272
0,-10.4778,-2.05096,0.670361
0,-7.76341,-0.082408,0.403412
0,-12.2964,-3.41478,0.752064
0,-8.58337,-0.673252,0.530388
0,-7.67363,-0.0199634,0.370179
0,-8.98234,-1.3307,0.144725
0,-7.63923,-5.84177e-06,0.339619
0,-7.67643,-0.0419361,0.296455
0,-8.08481,-0.313456,0.46781
0,-11.222,-2.60281,0.707664
0,-11.5266,-4.39545,0.0639624
0,-8.83422,-0.854341,0.555151
0,-8.04371,-0.283804,0.461318
0,-7.63824,-0.00119714,0.331682
0,-7.78354,-0.0967233,0.408963
0,-9.588,-1.40021,0.615516
0,-7.77432,-0.13382,0.265205
0,-7.64552,-0.0108997,0.316975
0,-8.74267,-0.788234,0.546471
0,-7.95413,-0.301909,0.232244
0,-7.81416,-0.1186,0.416744
0,-7.75435,-0.075976,0.400769
0,-7.65465,-0.0205091,0.308951
0,-7.88901,-0.240755,0.242477
0,-7.66695,-0.0327525,0.301251
0,-7.77941,-0.13856,0.264004
0,-7.6669,-0.0155304,0.366449
0,-9.04417,-1.00606,0.573758
0,-8.17332,-0.37733,0.480853
0,-8.62095,-0.700372,0.534305
0,-7.77894,-0.0934497,0.40773
0,-7.99598,-0.341421,0.226322
0,-7.70095,-0.0385355,0.382595
0,-7.85741,-0.149604,0.426688
0,-9.07373,-1.42805,0.13986
0,-8.42908,-0.761893,0.181433
0,-8.52876,-0.633836,0.524544
0,-8.91365,-0.911718,0.562389
0,-8.07788,-0.419286,0.215856
0,-8.00454,-0.349524,0.225163
0,-8.04985,-0.392554,0.219291
0,-9.04668,-1.00787,0.573971
0,-7.97722,-0.235849,0.450087
0,-9.47213,-1.86362,0.121313
0,-7.7306,-0.0930808,0.276739
0,-7.69911,-0.0372606,0.381851
0,-7.64434,-0.00958467,0.318329
0,-7.74364,-0.0684016,0.397517
0,-7.87941,-0.165412,0.43138
0,-8.15068,-0.489142,0.207534
0,-7.64519,-0.00233393,0.349586
0,-7.99788,-0.250743,0.453684
0,-8.64508,-0.979739,0.165324
0,-7.68429,-0.0494727,0.292929
0,-7.6561,-0.0219854,0.307912
0,-9.49371,-1.33172,0.608826
0,-7.65633,-0.022215,0.307754
0,-7.68476,-0.0274424,0.375658
0,-7.67087,-0.0181356,0.368695
0,-8.33871,-0.672365,0.189108
0,-7.83124,-0.186808,0.252951
0,-10.539,-3.11868,0.0858418
0,-7.89879,-0.249919,0.240847
0,-8.38303,-0.528679,0.507967
0,-7.67188,-0.0188032,0.369245
0,-7.72739,-0.0900765,0.277695
0,-7.68473,-0.0498921,0.292741
0,-7.81925,-0.175641,0.255342
0,-7.96064,-0.308036,0.231294
0,-7.75469,-0.115549,0.270085
0,-14.0331,-4.77169,0.807406
0,-7.85269,-0.146215,0.425651
0,-8.56145,-0.65743,0.528064
0,-8.23623,-0.422733,0.489477
0,-7.6382,-0.000991395,0.332346
0,-7.90253,-0.182045,0.436094
0,-7.68959,-0.054512,0.290732
0,-8.94718,-1.2935,0.146669
0,-8.2486,-0.584046,0.197466
0,-8.65696,-0.991879,0.164515
0,-10.0664,-2.54682,0.0995777
0,-7.65041,-0.00522456,0.354845
0,-9.3437,-1.22289,0.597744
0,-9.16607,-1.09424,0.583846
0,-7.68698,-0.0289511,0.376672
0,-7.64936,-0.0150343,0.313195
0,-8.279,-0.453602,0.495082
0,-8.00744,-0.352274,0.224774
0,-8.32936,-0.489946,0.501443
0,-7.64578,-0.00263762,0.350252
0,-7.69589,-0.0350456,0.38053
0,-7.65433,-0.00756369,0.358085
0,-7.76162,-0.122005,0.268313
0,-7.69625,-0.0352921,0.380679
0,-7.81223,-0.169107,0.256783
0,-8.57826,-0.669559,0.529848
0,-7.663,-0.0288706,0.303496
0,-8.47325,-0.593783,0.51841
0,-7.68611,-0.0283566,0.376275
0,-7.63819,-0.000519357,0.334204
0,-8.38033,-0.71348,0.185493
0,-7.98768,-0.333573,0.227461
0,-7.75173,-0.112788,0.27086
0,-7.67879,-0.0234138,0.372811
0,-8.83464,-0.854644,0.55519
0,-7.77764,-0.136911,0.264419
0,-7.67623,-0.0216944,0.371525
0,-8.17881,-0.516294,0.204522
0,-7.76037,-0.120839,0.268629
0,-7.95388,-0.30167,0.232281
0,-7.72807,-0.0907179,0.27749
0,-9.33339,-1.21542,0.596961
0,-7.88922,-0.172469,0.433406
0,-7.63914,-0.00301714,0.327363
0,-8.32157,-0.655496,0.190639
0,-9.30501,-1.19485,0.594792
0,-8.01839,-0.362653,0.223323
0,-7.67258,-0.0192648,0.36962
0,-8.07928,-0.309467,0.466954
0,-9.03398,-0.998686,0.572892
0,-7.87519,-0.227836,0.244842
0,-8.00648,-0.256944,0.455151
0,-7.89766,-0.17854,0.435118
0,-7.77613,-0.135505,0.264775
0,-7.97064,-0.317471,0.229855
0,-8.42851,-0.761325,0.181479
0,-11.5248,-2.82972,0.721172
0,-7.89947,-0.179845,0.435483
0,-13.7595,-4.55401,0.799756
0,-12.7412,-3.75681,0.767905
0,-8.47974,-0.598464,0.519138
0,-7.67973,-0.0240427,0.37327
0,-9.3255,-1.2097,0.59636
0,-7.64087,-0.000392535,0.343381
0,-8.56194,-0.895249,0.171197
0,-7.72094,-0.0524361,0.390046
0,-9.11101,-1.0544,0.579349
0,-8.79722,-1.13643,0.155457
0,-7.71958,-0.0514864,0.38957
0,-7.65463,-0.00774267,0.358311
0,-7.8145,-0.171222,0.256313
0,-8.83572,-0.855422,0.555289
0,-7.63841,-0.000166782,0.33632
0,-7.85276,-0.146267,0.425667
0,-8.78233,-0.816871,0.550278
0,-7.79149,-0.149798,0.261247
0,-11.2973,-2.65916,0.711108
0,-7.64831,-0.0139256,0.314149
0,-7.64897,-0.0146253,0.313543
0,-7.64004,-0.000144551,0.341694
0,-8.38315,-0.716274,0.185253
0,-9.29029,-1.18419,0.593658
0,-9.01937,-1.37003,0.142722
0,-8.49051,-0.606234,0.520339
0,-8.19854,-0.395537,0.484369
0,-8.51872,-0.626591,0.52345
0,-9.17932,-1.54174,0.13455
0,-7.71164,-0.0459494,0.386704
0,-8.31909,-0.653059,0.190863
0,-7.92093,-0.270682,0.237287
0,-7.9535,-0.218749,0.445822
0,-7.83348,-0.132432,0.421315
0,-8.2497,-0.585115,0.19736
0,-7.71425,-0.0777754,0.281812
0,-7.70701,-0.0709714,0.284247
0,-8.24967,-0.585091,0.197362
0,-7.85802,-0.211793,0.247897
0,-7.8022,-0.159765,0.258903
0,-7.66147,-0.0273574,0.304414
0,-8.03065,-0.374296,0.221728
0,-7.66434,-0.0301866,0.302718
0,-7.64266,-0.00764246,0.32052
0,-7.9434,-0.211471,0.443959
0,-8.74665,-0.791107,0.546857
0,-8.46637,-0.799111,0.178444
0,-7.73057,-0.0591948,0.393325
0,-8.35047,-0.505179,0.504039
0,-7.66742,-0.0158691,0.366751
0,-8.36474,-0.698052,0.186831
0,-9.23391,-1.601,0.131925
0,-7.75818,-0.0786964,0.401899
0,-9.5059,-1.90137,0.11991
0,-8.72114,-1.05774,0.160259
0,-7.65554,-0.0214155,0.308309
0,-7.70369,-0.0404288,0.383678
0,-7.85942,-0.2131,0.247643
0,-7.66345,-0.0132927,0.364369
0,-7.72067,-0.0837908,0.279756
0,-7.9655,-0.312619,0.230591
0,-7.8067,-0.16396,0.257942
0,-7.8452,-0.199829,0.250269
0,-7.68089,-0.0248217,0.373831
0,-7.63898,-0.00275746,0.327875
0,-9.40642,-1.79054,0.124112
0,-7.65289,-0.0187168,0.310266
0,-8.81627,-0.841377,0.553478
0,-7.80771,-0.113983,0.415162
0,-8.62905,-0.963383,0.166428
0,-7.84743,-0.20191,0.24985
0,-7.81624,-0.172838,0.255956
0,-8.06275,-0.297539,0.464364
0,-7.66688,-0.015514,0.366435
0,-7.85639,-0.210273,0.248194
0,-7.80064,-0.108931,0.413397
0,-8.31943,-0.482779,0.500208
0,-7.82855,-0.184305,0.253479
0,-8.14784,-0.358945,0.477216
0,-7.95232,-0.300197,0.232511
0,-8.43077,-0.563126,0.513569
0,-7.77057,-0.0874943,0.405433
0,-8.15159,-0.490012,0.207436
0,-7.6503,-0.0160293,0.31237
0,-7.67844,-0.0231739,0.372634
0,-7.95543,-0.220142,0.446175
0,-7.72466,-0.0550453,0.391334
0,-7.66223,-0.0281113,0.303953
0,-8.50976,-0.620127,0.522468
0,-8.12442,-0.463878,0.210443
0,-7.64291,-0.00122198,0.346672
0,-8.03118,-0.374794,0.22166
0,-8.07575,-0.41726,0.216111
0,-8.63059,-0.964954,0.166322
0,-9.69149,-2.11115,0.112594
0,-8.15245,-0.490842,0.207342
0,-8.1742,-0.511836,0.205009
0,-12.3719,-3.47258,0.754846
0,-10.2128,-1.8562,0.655386
0,-8.63026,-0.707093,0.535263
0,-8.07331,-0.41493,0.216406
0,-9.06136,-1.01848,0.57521
0,-7.82369,-0.179778,0.254445
0,-7.64018,-0.00453411,0.324741
0,-7.79452,-0.104561,0.411838
0,-7.8126,-0.117479,0.416362
0,-8.16579,-0.503708,0.205904
0,-8.01468,-0.262862,0.456535
0,-7.65488,-0.020747,0.308781
0,-11.2032,-2.58877,0.706797
0,-7.63853,-9.49533e-05,0.337001
0,-7.66964,-0.0173229,0.368012
0,-8.20823,-0.40253,0.485698
0,-7.72199,-0.0850244,0.279345
0,-7.92049,-0.194975,0.439619
0,-9.6108,-2.01947,0.115696
0,-8.15354,-0.491894,0.207224
0,-11.324,-2.6791,0.712312
0,-7.88359,-0.168421,0.432249
0,-7.81522,-0.119356,0.417
0,-7.84233,-0.197155,0.250811
0,-8.27063,-0.605554,0.19535
0,-8.33779,-0.496031,0.502485
0,-9.2018,-1.5661,0.133459
0,-7.75027,-0.11143,0.271246
0,-8.23768,-0.573405,0.198534
0,-7.64,-0.000134297,0.3416
0,-8.55928,-0.655863,0.527833
0,-7.63818,-0.000883707,0.332721
0,-8.66005,-0.72859,0.538297
0,-8.95017,-0.938108,0.565634
0,-9.0384,-1.00188,0.573268
0,-8.55069,-0.88387,0.172022
0,-7.69055,-0.0313829,0.378254
0,-8.55589,-0.88913,0.171639
0,-7.67981,-0.024098,0.37331
0,-7.81863,-0.121793,0.417821
0,-7.73608,-0.0982004,0.275149
0,-8.97023,-1.31787,0.145389
0,-7.65755,-0.0234485,0.306918
0,-7.72252,-0.0855246,0.279179
0,-8.05077,-0.39343,0.219176
0,-7.9337,-0.204486,0.442141
0,-8.18354,-0.384711,0.482288
0,-7.85539,-0.148155,0.426246
0,-7.72602,-0.0559968,0.391797
0,-7.67553,-0.0212307,0.371169
0,-7.68759,-0.0293678,0.376947
0,-7.65015,-0.0158708,0.312499
0,-7.83139,-0.186952,0.252921
0,-8.34931,-0.50434,0.503897
0,-7.77949,-0.138636,0.263984
0,-8.51004,-0.620328,0.522498
0,-8.097,-0.437574,0.213591
0,-8.13036,-0.346326,0.474668
0,-8.84609,-1.18733,0.1525
0,-7.91573,-0.191544,0.438695
0,-7.75308,-0.0750793,0.400392
0,-8.77499,-1.11336,0.156835
0,-7.65175,-0.0175359,0.31117
0,-7.92216,-0.196175,0.43994
0,-7.85379,-0.147008,0.425895
0,-7.63828,-0.00131774,0.331319
0,-7.90745,-0.258039,0.239433
0,-7.91527,-0.191212,0.438605
0,-8.14714,-0.358441,0.477115
0,-7.67799,-0.0434349,0.295728
0,-7.75774,-0.118386,0.269299
0,-7.63906,-0.00289287,0.327605
0,-8.48183,-0.814589,0.177232
0,-7.73243,-0.0947911,0.276202
0,-8.05845,-0.400745,0.218222
0,-7.69355,-0.058269,0.289166
0,-7.81383,-0.118363,0.416663
0,-8.3017,-0.469986,0.49798
0,-7.82617,-0.182087,0.253951
0,-8.05309,-0.395644,0.218886
0,-8.15168,-0.490103,0.207426
0,-8.71302,-0.766828,0.543577
0,-8.12761,-0.466934,0.210086
0,-8.0371,-0.380426,0.220901
0,-7.9302,-0.279389,0.235845
0,-8.30591,-0.640108,0.192062
0,-7.89769,-0.178559,0.435123
0,-7.95241,-0.300281,0.232498
0,-7.69707,-0.0615966,0.287824
0,-7.6388,-0.00244943,0.328515
0,-8.56983,-0.903224,0.170624
0,-7.6739,-0.0201391,0.370318
0,-7.85041,-0.204685,0.249296
0,-9.8313,-2.27176,0.107485
0,-7.70922,-0.0730493,0.28349
0,-7.71817,-0.0814493,0.280546
0,-7.75639,-0.117132,0.269645
0,-7.66204,-0.0123857,0.363478
0,-7.81907,-0.122109,0.417927
0,-7.81175,-0.168659,0.256883
0,-9.26026,-1.62973,0.130685
0,-7.88298,-0.235113,0.2435
0,-7.70101,-0.0385737,0.382617
0,-8.24176,-0.426729,0.490214
0,-7.70181,-0.0391269,0.382936
0,-7.75471,-0.115566,0.27008
0,-7.96372,-0.310948,0.230847
0,-7.74039,-0.102218,0.273933
0,-7.69596,-0.0605547,0.28824
0,-7.79207,-0.102812,0.411206
0,-8.03771,-0.381005,0.220823
0,-7.69079,-0.0556558,0.290249
0,-7.7509,-0.112015,0.271079
0,-11.3857,-4.20641,0.0666371
0,-7.90243,-0.253327,0.24025
0,-8.31662,-0.480755,0.499857
0,-8.09361,-0.434335,0.213987
0,-7.65994,-0.0258319,0.305367
0,-9.81281,-1.56383,0.630696
0,-9.01662,-0.986137,0.571409
0,-12.6235,-3.66589,0.763836
0,-8.22837,-0.564351,0.199454
0,-7.87986,-0.165734,0.431474
0,-7.63967,-6.4011e-05,0.340824
0,-7.87362,-0.226368,0.245116
0,-9.11894,-1.06014,0.580002
0,-10.3486,-1.95586,0.663184
0,-8.69505,-0.753856,0.541802
0,-8.20473,-0.400004,0.485219
0,-8.30693,-0.641106,0.191969
0,-7.64123,-0.00052007,0.34403
0,-7.98537,-0.241721,0.451518
0,-7.71732,-0.0806514,0.280818
0,-8.23305,-0.568904,0.19899
0,-8.10428,-0.444547,0.212744
0,-7.75241,-0.113428,0.27068
0,-7.64277,-0.00115992,0.346476
0,-8.62209,-0.956289,0.166912
0,-8.12105,-0.33961,0.473293
0,-7.63822,-0.000426858,0.33466
0,-8.03862,-0.38187,0.220707
0,-7.65296,-0.0187871,0.310214
0,-8.51373,-0.622993,0.522904
0,-7.72167,-0.0529499,0.390302
0,-8.38937,-0.722432,0.184727
0,-8.23435,-0.570167,0.198862
0,-7.65015,-0.0158648,0.312504
0,-7.63859,-6.93141e-05,0.337306
0,-7.85998,-0.21362,0.247542
0,-7.6496,-0.0152942,0.312977
0,-7.68646,-0.0515327,0.292017
0,-7.66365,-0.0134187,0.364491
0,-9.68359,-1.46972,0.622098
0,-8.3927,-0.725733,0.184446
0,-8.80871,-0.835919,0.55277
0,-7.79989,-0.157621,0.2594
0,-8.74592,-0.790579,0.546786
0,-7.64343,-0.00854052,0.319475
0,-7.8998,-0.180077,0.435547
0,-10.1539,-2.6508,0.0968313
0,-8.05273,-0.290308,0.462769
0,-8.69606,-0.754585,0.541902
0,-7.6879,-0.029577,0.377085
0,-8.16849,-0.373844,0.48017
0,-7.86002,-0.151478,0.427256
0,-7.81065,-0.167636,0.257112
0,-7.67393,-0.0201599,0.370334
0,-8.7435,-0.788836,0.546552
0,-7.68045,-0.045799,0.294608
0,-7.85416,-0.14727,0.425975
0,-8.88754,-0.892854,0.560038
0,-7.64628,-0.0117365,0.316156
0,-7.65046,-0.0161912,0.312238
0,-8.05446,-0.291559,0.463046
0,-8.14115,-0.354116,0.476246
0,-7.69891,-0.037123,0.38177
0,-7.85158,-0.145421,0.425407
0,-8.56342,-0.658853,0.528275
0,-7.84067,-0.13759,0.422962
0,-7.63829,-0.000291189,0.33543
0,-8.34869,-0.682202,0.188228
0,-7.93195,-0.281038,0.235575
0,-8.96535,-1.3127,0.145659
0,-7.70066,-0.0649882,0.286497
0,-7.98275,-0.239833,0.45106
0,-7.70621,-0.0702173,0.284524
0,-7.85903,-0.212737,0.247714
0,-7.93517,-0.284059,0.235083
0,-8.0268,-0.370638,0.222225
0,-11.4104,-2.74381,0.716169
0,-7.71388,-0.0774247,0.281934
0,-7.87872,-0.164918,0.431237
0,-7.66909,-0.0348401,0.300103
0,-7.65493,-0.020801,0.308742
0,-7.65715,-0.0230424,0.307191
0,-8.19537,-0.532312,0.202797
0,-7.90697,-0.257582,0.239512
0,-7.91104,-0.188168,0.437777
0,-10.347,-1.95475,0.663098
0,-10.9335,-2.38798,0.693953
0,-7.75952,-0.120044,0.268845
0,-7.64426,-0.00186322,0.348461
0,-10.3587,-1.9633,0.663754
0,-8.47405,-0.806803,0.177839
0,-7.85705,-0.210885,0.248074
0,-7.75862,-0.0790069,0.402027
0,-7.89926,-0.17969,0.435439
0,-8.03616,-0.278354,0.46009
0,-8.30393,-0.63816,0.192244
0,-10.7782,-3.41775,0.0798008
0,-8.11588,-0.335877,0.472523
0,-7.74075,-0.0663659,0.396615
0,-9.93793,-1.65511,0.638718
0,-8.20032,-0.396816,0.484613
0,-8.32514,-0.659007,0.190318
0,-7.97817,-0.236535,0.450255
0,-8.70977,-1.04604,0.160999
0,-7.6714,-0.0370771,0.298913
0,-7.68461,-0.0497754,0.292793
0,-7.7558,-0.0770078,0.4012
0,-8.58427,-0.673902,0.530483
0,-8.23381,-0.569634,0.198916
0,-8.57162,-0.90504,0.170494
0,-7.64134,-0.000560413,0.344218
0,-8.64491,-0.717663,0.536761
0,-8.4178,-0.553764,0.512065
0,-11.2463,-4.02176,0.0694119
0,-7.64998,-0.0156928,0.312646
0,-7.89337,-0.175451,0.434251
0,-10.4627,-2.03982,0.669533
0,-8.19754,-0.534417,0.202573
0,-8.49832,-0.61187,0.521206
0,-7.82887,-0.129132,0.420246
0,-7.81316,-0.169971,0.256591
0,-7.72272,-0.0857089,0.279119
0,-7.64077,-0.000359677,0.343197
0,-7.83069,-0.130437,0.42067
0,-7.6535,-0.0193337,0.309806
0,-7.74069,-0.102493,0.273851
0,-9.34649,-1.7243,0.126747
0,-8.11194,-0.333037,0.471935
0,-7.85128,-0.205504,0.249134
0,-11.5663,-4.4491,0.0632318
0,-7.93627,-0.285092,0.234916
0,-9.08821,-1.0379,0.577458
0,-7.65442,-0.00761392,0.358149
0,-7.69792,-0.0623999,0.287506
0,-8.79777,-1.137,0.155423
0,-7.8329,-0.132022,0.421183
0,-7.72881,-0.0579582,0.392739
0,-7.68135,-0.0466597,0.294208
0,-7.86029,-0.151676,0.427315
0,-7.96052,-0.307926,0.231311
0,-8.1408,-0.479619,0.208618
0,-7.73111,-0.0935544,0.27659
0,-8.73446,-1.07147,0.159401
0,-7.72977,-0.092298,0.276986
0,-8.4026,-0.735561,0.183616
0,-7.63934,-0.00333872,0.326759
