# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = bernoulli_model
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 10000
# id = 4
# data
#   file = bernoulli_4.data.R
# init = 2 (Default)
# random
#   seed = 2640066759
# output
#   file = bernoulli_variational_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,log_p__,log_g__,theta
0,-8.74827,-0.846733,0.158518
0,-7.8449,-0.093453,0.250327
0,-9.40074,-1.49678,0.124358
0,-8.10361,-0.556094,0.470681
0,-7.68553,-0.00591325,0.292406
0,-7.69958,-0.126404,0.382042
0,-8.11591,-0.293134,0.211409
0,-8.6762,-0.779337,0.163219
0,-7.70615,-0.0139283,0.284544
0,-8.16923,-0.619389,0.480274
0,-8.20563,-0.654153,0.485342
0,-8.1233,-0.575179,0.473626
0,-9.10598,-1.19464,0.138205
0,-8.50127,-0.92982,0.521533
0,-7.84826,-0.297914,0.42467
0,-7.68204,-0.00478124,0.293902
0,-7.64645,-0.00182508,0.315983
0,-7.64374,-0.0387314,0.347792
0,-7.78971,-0.0585139,0.261646
0,-7.7312,-0.16605,0.393532
0,-7.65733,-3.54085e-06,0.307072
0,-8.51,-0.937819,0.522495
0,-8.09429,-0.276042,0.213908
0,-7.67016,-0.00160789,0.299549
0,-7.69371,-0.118665,0.379613
0,-7.64733,-0.0467761,0.351919
0,-10.1373,-2.37369,0.650933
0,-7.86704,-0.108238,0.246276
0,-7.80021,-0.0649176,0.259332
0,-8.24863,-0.694944,0.491123
0,-8.41258,-0.541478,0.182787
0,-7.65174,-0.000351997,0.311179
0,-7.65599,-7.50258e-06,0.307988
0,-8.14322,-0.314961,0.208351
0,-7.7546,-0.0381634,0.270108
0,-10.4446,-2.64029,0.668541
0,-7.8855,-0.120839,0.24307
0,-7.65876,-0.0677075,0.361307
0,-7.67878,-0.00379541,0.295362
0,-7.90206,-0.132343,0.240309
0,-8.84529,-1.24097,0.556175
0,-7.70589,-0.0138151,0.284635
0,-8.4497,-0.574091,0.179768
0,-10.0908,-2.25381,0.0988014
0,-7.65288,-0.0575109,0.356935
0,-8.02149,-0.475509,0.457673
0,-8.42505,-0.552395,0.181762
0,-7.69039,-0.00761835,0.290408
0,-8.46202,-0.893769,0.517143
0,-7.86182,-0.312346,0.427646
0,-8.44114,-0.566542,0.180455
0,-7.74455,-0.182032,0.3978
0,-8.00827,-0.20971,0.224664
0,-7.81714,-0.0755026,0.255772
0,-9.47922,-1.80075,0.607779
0,-7.74734,-0.0341932,0.272029
0,-8.05451,-0.245011,0.21871
0,-9.07637,-1.16504,0.139724
0,-7.74666,-0.184528,0.398451
0,-7.93815,-0.157974,0.23463
0,-7.87021,-0.321219,0.429444
0,-8.04172,-0.495526,0.460996
0,-7.82009,-0.0773793,0.25517
0,-8.53301,-0.648372,0.173332
0,-7.8052,-0.0680046,0.258262
0,-7.9154,-0.368338,0.438631
0,-7.68755,-0.00660705,0.291561
0,-7.69354,-0.118449,0.379544
0,-7.78213,-0.225416,0.408588
0,-8.11991,-0.296319,0.210953
0,-8.74796,-1.15367,0.546983
0,-7.68479,-0.00566762,0.292717
0,-8.48107,-0.601886,0.177291
0,-7.97861,-0.432677,0.450332
0,-9.91624,-2.05597,0.104535
0,-8.68249,-1.09467,0.540552
0,-7.67377,-0.00244297,0.297729
0,-9.73218,-2.02153,0.62537
0,-7.6427,-0.00421054,0.320463
0,-7.85427,-0.0996687,0.248582
0,-8.8975,-1.2876,0.560939
0,-7.63819,-0.0153364,0.332538
0,-7.78053,-0.0530232,0.263744
0,-8.36215,-0.801375,0.505459
0,-8.75281,-0.851008,0.15823
0,-7.90065,-0.353074,0.435718
0,-7.67897,-0.0984531,0.3729
0,-8.01543,-0.215117,0.223713
0,-7.734,-0.0271714,0.275749
0,-7.64226,-0.0349525,0.345714
0,-7.6865,-0.00624241,0.291999
0,-7.67602,-0.00302419,0.296646
0,-7.73025,-0.0252713,0.276842
0,-7.91758,-0.143272,0.237814
0,-7.65986,-0.000104798,0.305418
0,-10.5849,-2.76192,0.676135
0,-7.77881,-0.0520091,0.264144
0,-9.11062,-1.47679,0.579317
0,-7.77572,-0.0501936,0.264872
0,-9.14854,-1.51028,0.582425
0,-7.87292,-0.324076,0.430018
0,-7.64254,-0.0357013,0.346134
0,-8.6549,-1.06972,0.537776
0,-8.50363,-0.622011,0.17555
0,-7.63817,-0.0163045,0.333334
0,-7.64018,-0.0073874,0.324751
0,-7.72206,-0.0212282,0.279324
0,-9.12254,-1.21126,0.137366
0,-8.24444,-0.397812,0.197872
0,-8.85655,-0.949752,0.151878
0,-7.83197,-0.280402,0.420967
0,-8.25023,-0.402639,0.197308
0,-7.75845,-0.0402996,0.269118
0,-7.6424,-0.00449313,0.320898
0,-7.66812,-0.0825464,0.367154
0,-7.72445,-0.157829,0.391263
0,-7.69921,-0.12592,0.381892
0,-7.80516,-0.251121,0.41453
0,-9.4381,-1.76477,0.604783
0,-7.64211,-0.0345483,0.345486
0,-7.65227,-0.000276894,0.310755
0,-7.71351,-0.144241,0.38739
0,-7.64943,-0.000813942,0.313133
0,-7.90993,-0.362687,0.437559
0,-8.04837,-0.240274,0.219476
0,-8.07465,-0.260647,0.216245
0,-7.88056,-0.117448,0.243913
0,-8.58473,-1.00604,0.530531
0,-8.17259,-0.338684,0.20518
0,-7.69306,-0.117802,0.379338
0,-10.7906,-2.94039,0.686823
0,-9.45694,-1.55589,0.121952
0,-7.82464,-0.272451,0.419251
0,-9.74953,-1.871,0.110434
0,-7.97212,-0.426148,0.449184
0,-8.52127,-0.637812,0.174212
0,-7.64627,-0.0445144,0.350795
0,-7.94157,-0.395167,0.443618
0,-8.46418,-0.586898,0.178616
0,-8.11253,-0.290451,0.211795
0,-7.64303,-0.0369704,0.346836
0,-7.88341,-0.119401,0.243426
0,-7.81558,-0.0745124,0.256092
0,-7.64406,-0.00314681,0.318682
0,-7.94522,-0.398889,0.444297
0,-7.65755,-0.0656837,0.360466
0,-7.6392,-0.0247979,0.339528
0,-7.63862,-0.0116361,0.329245
0,-8.19203,-0.354535,0.203142
0,-10.9879,-3.11168,0.696603
0,-7.6517,-0.0553341,0.355956
0,-7.63923,-0.0249455,0.339626
0,-7.83598,-0.28473,0.421892
0,-7.65981,-0.000101964,0.305446
0,-7.88619,-0.121316,0.242953
0,-7.6504,-0.0528933,0.354836
0,-7.93517,-0.15583,0.235083
0,-7.95598,-0.170901,0.231974
0,-7.86579,-0.316553,0.428501
0,-7.66622,-0.000861434,0.301654
0,-7.93013,-0.152212,0.235856
0,-7.63818,-0.0168955,0.333809
0,-7.63823,-0.0181303,0.334777
0,-7.63896,-0.0236716,0.338773
0,-7.91517,-0.141562,0.238197
0,-8.0129,-0.466975,0.456236
0,-7.69584,-0.1215,0.380511
0,-7.69346,-0.00875928,0.289199
0,-7.65306,-0.0578374,0.357081
0,-7.92302,-0.376177,0.440105
0,-7.73204,-0.167063,0.393808
0,-7.64943,-0.000813903,0.313132
0,-7.63905,-0.0240789,0.339048
0,-7.99496,-0.44908,0.453182
0,-7.69011,-0.00751611,0.290521
0,-7.96128,-0.415191,0.447237
0,-7.69288,-0.117566,0.379263
0,-8.55804,-0.670973,0.171482
0,-7.64943,-0.0510018,0.353952
0,-7.73307,-0.168307,0.394146
0,-7.65249,-0.000248151,0.310578
0,-8.24391,-0.397373,0.197923
0,-8.10684,-0.285943,0.212448
0,-7.80286,-0.0665539,0.258761
0,-8.48757,-0.607672,0.176786
0,-7.64205,-0.00483998,0.321414
0,-7.64815,-0.0011802,0.314301
0,-8.14092,-0.313109,0.208605
0,-8.11641,-0.568515,0.472603
0,-9.26403,-1.61203,0.591621
0,-7.74629,-0.0336271,0.272313
0,-7.8772,-0.115148,0.244493
0,-7.71824,-0.150151,0.389095
0,-7.8124,-0.0725092,0.256748
0,-7.63854,-0.012045,0.329631
0,-7.64527,-0.00240239,0.317251
0,-7.97594,-0.185571,0.229102
0,-8.03713,-0.231645,0.220897
0,-9.34908,-1.44288,0.126631
0,-7.84127,-0.290419,0.423098
0,-7.89409,-0.346257,0.434398
0,-7.6393,-0.025234,0.339817
0,-8.00685,-0.460949,0.455214
0,-8.93781,-1.0284,0.147193
0,-7.71665,-0.0186568,0.281035
0,-7.81267,-0.259379,0.416379
0,-7.88437,-0.120059,0.243263
0,-7.67544,-0.0933927,0.371122
0,-9.13594,-1.49916,0.581397
0,-7.64387,-0.0390559,0.347966
0,-7.81361,-0.0732702,0.256498
0,-7.6808,-0.00439708,0.294451
0,-7.64179,-0.00512888,0.321829
0,-7.66221,-0.0733345,0.363589
0,-8.54109,-0.966253,0.52588
0,-7.88386,-0.335564,0.432303
0,-10.6379,-2.90052,0.0832778
0,-7.65749,-0.0655762,0.36042
0,-7.75578,-0.195219,0.401193
0,-7.81287,-0.259605,0.416429
0,-7.81289,-0.072816,0.256647
0,-7.66212,-0.000299765,0.304021
0,-9.20489,-1.55997,0.586961
0,-7.65977,-0.0693763,0.361993
0,-8.50612,-0.624239,0.17536
0,-7.72927,-0.0247751,0.277134
0,-8.14071,-0.312944,0.208627
0,-7.68918,-0.112589,0.377655
0,-7.87261,-0.112013,0.245294
0,-7.82751,-0.275575,0.419928
0,-7.67056,-0.086224,0.368525
0,-7.7919,-0.0598374,0.261156
0,-8.13883,-0.311432,0.208836
0,-8.31989,-0.461413,0.190791
0,-9.11392,-1.20261,0.137801
0,-7.70883,-0.0151021,0.283621
0,-7.90931,-0.362048,0.437437
0,-8.23829,-0.392696,0.198474
0,-9.50133,-1.82009,0.609374
0,-7.74207,-0.0313767,0.273467
0,-11.1688,-3.26898,0.705203
0,-7.76404,-0.043453,0.267709
0,-7.87311,-0.324284,0.43006
0,-7.67392,-0.00247972,0.297657
0,-7.66232,-0.00032121,0.303901
0,-7.77048,-0.0471429,0.266128
0,-8.15709,-0.607746,0.478547
0,-9.41013,-1.50663,0.123951
0,-7.80904,-0.2554,0.415492
0,-7.7884,-0.0577263,0.26194
0,-8.95184,-1.04209,0.146408
0,-8.17472,-0.340422,0.204954
0,-8.10323,-0.555724,0.470623
0,-8.82861,-0.922973,0.153546
0,-8.23857,-0.392929,0.198447
0,-7.86403,-0.106208,0.246813
0,-7.71516,-0.0179665,0.281515
0,-9.14115,-1.22999,0.136433
0,-7.64453,-0.00283802,0.318111
0,-7.75198,-0.0367203,0.270793
0,-7.67549,-0.0934576,0.371145
0,-7.83029,-0.278585,0.420577
0,-7.88349,-0.335179,0.432228
0,-7.6382,-0.0149919,0.332249
0,-7.64316,-0.00381612,0.319832
0,-7.89131,-0.343355,0.433833
0,-7.78737,-0.0571083,0.262172
0,-7.77194,-0.213851,0.405813
0,-7.69596,-0.00972006,0.288243
0,-8.2531,-0.699165,0.491711
0,-8.56868,-0.680616,0.170707
0,-8.45711,-0.580632,0.179177
0,-7.69827,-0.010637,0.287375
0,-7.78426,-0.0552416,0.262882
0,-8.21532,-0.663378,0.486664
0,-7.72322,-0.0217923,0.278963
0,-7.84213,-0.0916345,0.25085
0,-7.79023,-0.234518,0.410726
0,-7.68078,-0.101003,0.37378
0,-7.94848,-0.165449,0.233079
0,-8.40151,-0.83791,0.510157
0,-10.7,-2.97645,0.0817163
0,-7.9752,-0.185019,0.229208
0,-8.42635,-0.553535,0.181655
0,-8.95868,-1.04877,0.146028
0,-7.72193,-0.0211676,0.279363
0,-7.8069,-0.253042,0.414963
0,-10.0949,-2.25854,0.0986708
0,-7.99836,-0.452478,0.453766
0,-7.72557,-0.0229391,0.278245
0,-7.64549,-0.00228432,0.317005
0,-7.64136,-0.00562854,0.322523
0,-8.94701,-1.33171,0.565355
0,-8.37385,-0.507776,0.186047
0,-7.64379,-0.0388643,0.347863
0,-8.02453,-0.22203,0.22252
0,-8.16417,-0.614544,0.479557
0,-7.6608,-0.0710538,0.362674
0,-8.99727,-1.08665,0.143912
0,-7.63822,-0.0179913,0.33467
0,-10.1169,-2.35599,0.649714
0,-7.64109,-0.0316097,0.343786
0,-7.71671,-0.148254,0.388551
0,-7.71208,-0.0165553,0.282529
0,-8.18435,-0.633863,0.482401
0,-7.64051,-0.00683109,0.324077
0,-7.90673,-0.135618,0.23955
0,-7.65661,-3.16791e-07,0.307557
0,-7.78529,-0.055859,0.262646
0,-7.89312,-0.126111,0.241787
0,-7.6396,-0.0264972,0.340638
0,-7.97535,-0.185132,0.229186
0,-7.68571,-0.00597383,0.29233
0,-7.92034,-0.145228,0.23738
0,-8.01349,-0.467565,0.456336
0,-8.20799,-0.367636,0.201503
0,-8.20841,-0.367979,0.201461
0,-7.70586,-0.0138013,0.284646
0,-7.85066,-0.300476,0.425203
0,-8.42067,-0.548554,0.182121
0,-7.79094,-0.235321,0.410913
0,-7.65245,-0.000253731,0.310613
0,-7.66433,-0.0766965,0.364913
0,-7.70643,-0.0140471,0.284449
0,-7.77283,-0.0485057,0.265562
0,-8.09694,-0.549614,0.469669
0,-7.8561,-0.306269,0.4264
0,-9.38018,-1.71402,0.600491
0,-7.84995,-0.299721,0.425046
0,-7.64427,-0.0400167,0.348477
0,-7.66361,-0.0755584,0.364467
0,-9.45502,-1.77958,0.606021
0,-9.12719,-1.21594,0.137132
0,-8.42281,-0.857615,0.512648
0,-7.84897,-0.298672,0.424828
0,-8.98998,-1.3699,0.569113
0,-7.93787,-0.391396,0.442927
0,-7.68292,-0.00505837,0.293521
0,-9.77726,-2.06079,0.628364
0,-7.64877,-0.000991529,0.313726
0,-7.96941,-0.180751,0.23003
0,-8.30741,-0.750259,0.4987
0,-8.10502,-0.284503,0.212658
0,-8.1701,-0.336668,0.205444
0,-11.8726,-4.50431,0.057912
0,-8.21697,-0.375033,0.200595
0,-8.75154,-0.849816,0.15831
0,-8.24283,-0.689457,0.490355
0,-11.4414,-3.92183,0.065564
0,-7.95386,-0.407672,0.445888
0,-7.75007,-0.0356772,0.271298
0,-7.93841,-0.391942,0.443027
0,-7.67957,-0.00402485,0.295006
0,-7.63829,-0.0189911,0.335433
0,-8.201,-0.649751,0.484708
0,-8.29771,-0.44257,0.192815
0,-8.22534,-0.381957,0.199756
0,-9.22667,-1.31674,0.132268
0,-7.79894,-0.24423,0.412966
0,-7.98597,-0.440072,0.451623
0,-7.72401,-0.15729,0.391113
0,-8.06276,-0.516222,0.464366
0,-7.64817,-0.00117408,0.314283
0,-7.73946,-0.0300036,0.274193
0,-7.98653,-0.193421,0.227622
0,-7.78873,-0.0579226,0.261866
0,-7.6529,-0.000200985,0.310264
0,-7.66536,-0.0783045,0.365536
0,-7.8228,-0.27045,0.418816
0,-7.72382,-0.157048,0.391045
0,-9.04431,-1.4181,0.57377
0,-7.64278,-0.00414015,0.320353
0,-7.89617,-0.128232,0.241279
0,-7.72883,-0.163176,0.392745
0,-8.35603,-0.492391,0.187586
0,-7.73029,-0.164944,0.39323
0,-7.65065,-0.0533564,0.355051
0,-7.97988,-0.188487,0.228548
0,-7.69718,-0.0102029,0.287781
0,-7.64082,-0.00635421,0.323478
0,-8.68024,-0.783089,0.162949
0,-7.84985,-0.0967247,0.2494
0,-7.9887,-0.442816,0.4521
0,-7.64898,-0.000931301,0.313531
0,-7.63838,-0.0199251,0.336128
0,-7.63836,-0.0131869,0.330679
0,-7.8899,-0.123879,0.242326
0,-8.28845,-0.732465,0.496294
0,-7.68308,-0.104211,0.374873
0,-8.42393,-0.858651,0.512778
0,-8.62986,-0.736514,0.166372
0,-8.18388,-0.34788,0.20399
0,-7.69402,-0.00897146,0.288983
0,-7.63823,-0.0144908,0.331823
0,-7.72011,-0.0202913,0.279934
0,-8.1126,-0.29051,0.211786
0,-7.66853,-0.00127666,0.300404
0,-9.39565,-1.49145,0.12458
0,-10.2256,-2.40939,0.094655
0,-7.99241,-0.44653,0.452742
0,-8.33444,-0.473844,0.189488
0,-7.87692,-0.32829,0.430861
0,-7.73684,-0.0286386,0.274933
0,-8.72337,-1.13154,0.544592
0,-9.42776,-1.75571,0.604023
0,-7.68087,-0.101134,0.373825
0,-7.83267,-0.281152,0.421128
0,-8.02115,-0.475173,0.457616
0,-7.83896,-0.0895587,0.251454
0,-8.06418,-0.517611,0.464589
0,-9.92459,-2.06535,0.10425
0,-8.11958,-0.296053,0.210991
0,-8.71145,-0.812178,0.16089
0,-7.68381,-0.0053446,0.293137
0,-8.55871,-0.982338,0.527772
0,-8.09379,-0.546548,0.469189
0,-10.2148,-2.39684,0.0949787
0,-7.65802,-0.0664668,0.360793
0,-7.82871,-0.276875,0.420209
0,-9.87079,-2.00516,0.1061
0,-8.41695,-0.545299,0.182426
0,-9.23649,-1.32677,0.131803
0,-8.10823,-0.560585,0.471378
0,-7.63841,-0.0128144,0.330342
0,-7.77414,-0.0492731,0.265247
0,-10.028,-2.18213,0.100816
0,-7.77941,-0.0523647,0.264003
0,-10.4588,-2.68437,0.0879953
0,-7.64331,-0.00369465,0.319631
0,-9.27915,-1.62533,0.592796
0,-7.71224,-0.142642,0.386924
0,-7.80442,-0.250304,0.414346
0,-7.7749,-0.21722,0.406628
0,-10.1123,-2.35194,0.649434
0,-9.04878,-1.13758,0.141162
0,-10.1075,-2.27291,0.0982761
0,-7.95224,-0.406025,0.445591
0,-10.5207,-2.7586,0.0863277
0,-11.2258,-3.31854,0.70784
0,-9.45646,-1.55538,0.121972
0,-9.89858,-2.0362,0.105139
0,-7.85134,-0.0977145,0.249124
0,-8.43114,-0.557742,0.181265
0,-7.82613,-0.0812425,0.253958
0,-8.40065,-0.531059,0.183778
0,-7.88836,-0.340276,0.43323
0,-8.50672,-0.934811,0.522134
0,-7.67008,-0.0854983,0.368257
0,-8.20864,-0.368173,0.201437
0,-8.21143,-0.659674,0.486134
0,-9.31016,-1.40252,0.128385
0,-9.20224,-1.29184,0.133438
0,-7.65858,-3.72371e-05,0.306236
0,-8.81197,-1.21114,0.553076
0,-8.10399,-0.556463,0.470738
0,-7.87229,-0.323414,0.429885
0,-7.90705,-0.359709,0.436991
0,-7.64521,-0.00243422,0.317317
0,-8.63216,-0.738636,0.166213
0,-7.98519,-0.439296,0.451488
0,-7.8061,-0.252157,0.414764
0,-7.71525,-0.146423,0.388023
0,-7.75078,-0.18938,0.399704
0,-7.69715,-0.0101897,0.287793
0,-7.70805,-0.0147566,0.283888
0,-7.6852,-0.00580376,0.292544
0,-7.84502,-0.294449,0.423945
0,-7.64152,-0.0328936,0.344537
0,-8.65127,-1.06643,0.537408
0,-8.35574,-0.492135,0.187612
0,-8.2382,-0.392621,0.198483
0,-7.69853,-0.0107425,0.287277
0,-7.63825,-0.0142544,0.331619
0,-8.0577,-0.247483,0.218314
0,-9.95469,-2.0992,0.103235
0,-8.23376,-0.680869,0.489147
0,-8.74498,-0.843638,0.158728
0,-9.4484,-1.77379,0.605537
0,-9.35448,-1.44849,0.126391
0,-7.64981,-0.0517541,0.354306
0,-7.7652,-0.206125,0.403921
0,-8.92659,-1.01747,0.147826
0,-7.70256,-0.130286,0.383234
0,-8.20014,-0.648925,0.484588
0,-8.6646,-0.768578,0.163998
0,-8.19317,-0.642285,0.483627
0,-7.83902,-0.089595,0.251443
0,-7.69368,-0.00884139,0.289115
0,-7.852,-0.301901,0.425498
0,-8.59412,-1.01458,0.531516
0,-7.63817,-0.0166567,0.333619
0,-9.20196,-1.55739,0.586727
0,-7.72989,-0.0250862,0.276951
0,-8.27359,-0.422216,0.195069
0,-8.37117,-0.505455,0.186277
0,-8.6564,-0.760995,0.164553
0,-7.77002,-0.0468788,0.266239
0,-8.06039,-0.513901,0.463991
0,-8.79922,-1.19971,0.551877
0,-7.70064,-0.0116009,0.286503
0,-8.12106,-0.573015,0.473295
0,-10.3231,-2.52349,0.0917944
0,-8.86577,-0.958614,0.151335
0,-7.67257,-0.0892003,0.369615
0,-8.11926,-0.295797,0.211028
0,-7.71011,-0.139951,0.386133
0,-7.80507,-0.0679273,0.258289
0,-8.81821,-0.913036,0.154175
0,-8.41617,-0.851477,0.511875
0,-7.64259,-0.00430961,0.320617
0,-7.67516,-0.00279647,0.297056
0,-7.70962,-0.139324,0.385948
0,-7.8189,-0.0766205,0.255412
0,-9.03237,-1.40752,0.572755
0,-7.89079,-0.124496,0.242177
0,-8.40383,-0.840057,0.51043
0,-8.75454,-0.852639,0.158121
0,-8.58277,-1.00425,0.530324
0,-8.50414,-0.622462,0.175512
0,-7.78846,-0.0577623,0.261926
0,-7.68982,-0.00741048,0.290639
0,-8.64926,-1.06461,0.537204
0,-7.88648,-0.121515,0.242904
0,-7.63828,-0.0188271,0.335309
0,-10.9102,-3.23722,0.0766911
0,-7.6538,-0.0591573,0.357664
0,-7.93067,-0.384035,0.441568
0,-8.39724,-0.833959,0.509654
0,-7.89822,-0.129655,0.240942
0,-9.33653,-1.67573,0.5972
0,-8.78065,-0.877323,0.156482
0,-7.66212,-0.000299764,0.304021
0,-7.65661,-3.507e-07,0.307562
0,-7.6681,-0.00119477,0.300632
0,-7.7092,-0.0152654,0.283495
0,-8.17106,-0.621146,0.480534
0,-7.98035,-0.434434,0.45064
0,-8.40064,-0.53105,0.183779
0,-7.64675,-0.001695,0.315671
0,-9.06527,-1.15397,0.1403
0,-8.33279,-0.774005,0.501868
0,-7.79419,-0.238943,0.411752
0,-7.64077,-0.0306246,0.343199
0,-7.7924,-0.060146,0.261043
0,-7.79338,-0.0607362,0.260828
0,-7.80656,-0.0688531,0.257973
0,-8.92223,-1.30964,0.563156
0,-9.79953,-2.08018,0.629828
0,-7.79379,-0.0609866,0.260736
0,-7.76878,-0.210241,0.404933
0,-7.86744,-0.108506,0.246206
0,-8.50009,-0.928735,0.521402
0,-7.82837,-0.276505,0.420129
0,-7.64609,-0.00198571,0.316354
0,-7.75275,-0.19168,0.400293
