# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = bernoulli_model
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 10000
# id = 3
# data
#   file = bernoulli_3.data.R
# init = 2 (Default)
# random
#   seed = 2640066759
# output
#   file = bernoulli_variational_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,log_p__,log_g__,theta
0,-7.89248,-0.195755,0.241894
0,-8.38943,-0.620548,0.184721
0,-7.80617,-0.131424,0.41478
0,-7.80196,-0.128276,0.41373
0,-8.65615,-0.744669,0.537903
0,-7.6531,-0.00936533,0.310108
0,-7.69962,-0.0505242,0.382061
0,-7.86302,-0.173744,0.427906
0,-7.864,-0.172671,0.246819
0,-12.9582,-3.83445,0.775177
0,-10.7657,-2.23765,0.685557
0,-7.83873,-0.15571,0.42252
0,-8.29342,-0.486276,0.496928
0,-9.13187,-1.08095,0.581063
0,-8.03608,-0.300653,0.460077
0,-8.43563,-0.661859,0.1809
0,-8.69514,-0.898998,0.16196
0,-7.64025,-0.00253452,0.342145
0,-9.43231,-1.61681,0.122998
0,-7.64492,-0.00377752,0.317648
0,-8.75393,-0.953885,0.158159
0,-8.04747,-0.308932,0.461925
0,-7.73745,-0.0795814,0.395566
0,-7.6708,-0.0279265,0.368658
0,-9.66916,-1.86066,0.11344
0,-7.63869,-8.74963e-05,0.32895
0,-7.80797,-0.13277,0.415226
0,-8.00109,-0.275171,0.454234
0,-8.61749,-0.827152,0.167232
0,-8.87968,-1.0727,0.15052
0,-7.79986,-0.1267,0.413199
0,-9.19476,-1.12532,0.586153
0,-9.76322,-1.52634,0.627436
0,-7.69837,-0.0426241,0.287336
0,-10.596,-2.1166,0.676724
0,-8.3316,-0.569243,0.18974
0,-7.84476,-0.157175,0.250353
0,-7.75651,-0.0940565,0.401409
0,-7.63823,-1.39291e-05,0.33182
0,-8.39749,-0.560699,0.509683
0,-8.27409,-0.518675,0.195022
0,-7.89694,-0.199385,0.241152
0,-8.3394,-0.576132,0.189047
0,-7.66139,-0.015261,0.304461
0,-7.66599,-0.0240849,0.365911
0,-7.85494,-0.165364,0.248461
0,-7.81503,-0.133406,0.256204
0,-7.94708,-0.235676,0.444641
0,-8.13282,-0.370761,0.475029
0,-8.21851,-0.470238,0.20044
0,-8.89286,-0.912207,0.560519
0,-7.74821,-0.0808295,0.271794
0,-10.4505,-2.01313,0.668866
0,-9.97601,-1.67671,0.641102
0,-8.79405,-0.842336,0.551388
0,-8.64897,-0.856189,0.165058
0,-7.99783,-0.282505,0.22607
0,-9.67401,-1.46336,0.621447
0,-8.71308,-0.915697,0.160784
0,-7.9524,-0.244839,0.2325
0,-7.64568,-0.00428023,0.316797
0,-8.03918,-0.302912,0.460584
0,-8.77811,-0.976582,0.15664
0,-7.80389,-0.129721,0.414214
0,-7.7646,-0.100172,0.403749
0,-11.3921,-2.68708,0.71536
0,-8.55642,-0.77117,0.171601
0,-7.7322,-0.0684351,0.276272
0,-7.9526,-0.245007,0.23247
0,-7.73756,-0.0725774,0.274728
0,-7.97458,-0.26318,0.229296
0,-8.79206,-0.840932,0.551201
0,-9.4174,-1.60167,0.123638
0,-7.75579,-0.0867259,0.269799
0,-8.19697,-0.451586,0.202632
0,-10.8819,-3.20633,0.0773445
0,-7.70141,-0.0519057,0.382776
0,-8.07475,-0.328735,0.466249
0,-8.22613,-0.437989,0.488124
0,-8.56848,-0.682444,0.528813
0,-8.67416,-0.757436,0.539718
0,-7.74258,-0.0834826,0.397187
0,-8.18934,-0.411525,0.483096
0,-9.31874,-1.21276,0.595844
0,-7.63857,-4.75303e-05,0.329488
0,-7.65173,-0.00840581,0.311189
0,-10.0898,-1.75722,0.64808
0,-7.73853,-0.0804016,0.39591
0,-7.84485,-0.157251,0.250335
0,-7.66327,-0.0219005,0.364256
0,-13.086,-3.92979,0.77933
0,-7.83218,-0.14709,0.252767
0,-7.64175,-0.0039378,0.344919
0,-9.37971,-1.25576,0.600456
0,-7.86371,-0.172434,0.246871
0,-7.71625,-0.0633538,0.388383
0,-8.28831,-0.482618,0.496277
0,-8.77064,-0.82577,0.549163
0,-7.75353,-0.0917947,0.400525
0,-10.4264,-1.99595,0.667532
0,-9.9633,-2.17219,0.102946
0,-7.64236,-0.00448388,0.345863
0,-8.52941,-0.746566,0.1736
0,-7.71087,-0.0592129,0.386415
0,-7.77616,-0.108899,0.406975
0,-7.64659,-0.00488458,0.31584
0,-11.9948,-3.12425,0.740542
0,-7.64188,-0.00182782,0.321682
0,-8.25197,-0.456551,0.491563
0,-9.31883,-1.50221,0.127991
0,-7.77479,-0.101586,0.265092
0,-7.66278,-0.0162578,0.303628
0,-7.87976,-0.18542,0.244052
0,-8.17432,-0.400706,0.480994
0,-8.9345,-1.12508,0.14738
0,-7.86093,-0.170197,0.24737
0,-7.69138,-0.0441156,0.378617
0,-7.908,-0.208399,0.239345
0,-8.95793,-0.958179,0.566316
0,-7.81756,-0.135416,0.255687
0,-7.64239,-0.00451074,0.345908
0,-8.29015,-0.532749,0.193516
0,-9.04969,-1.23632,0.141115
0,-7.71228,-0.0603044,0.38694
0,-8.78671,-0.837145,0.550694
0,-10.7977,-2.26046,0.687181
0,-7.68419,-0.0384915,0.375393
0,-11.029,-2.42597,0.698587
0,-9.17046,-1.10818,0.584201
0,-7.82259,-0.143687,0.418766
0,-7.63944,-0.00173797,0.340216
0,-7.74191,-0.0829734,0.396977
0,-8.78996,-0.987733,0.155905
0,-7.6511,-0.0119694,0.355444
0,-7.64085,-0.00120672,0.323418
0,-7.93332,-0.229138,0.235365
0,-7.71078,-0.0520248,0.282964
0,-7.76815,-0.096377,0.266695
0,-8.10161,-0.348198,0.470379
0,-7.81508,-0.138088,0.416967
0,-9.18423,-1.3682,0.134311
0,-8.09813,-0.366888,0.213459
0,-7.87334,-0.180223,0.245166
0,-8.12446,-0.389307,0.210439
0,-8.24014,-0.448053,0.489997
0,-7.74417,-0.0846895,0.397681
0,-7.85523,-0.167967,0.426211
0,-7.64445,-0.00346497,0.318207
0,-7.8579,-0.16775,0.24792
0,-8.49376,-0.714231,0.176308
0,-7.69282,-0.0452378,0.379236
0,-7.82912,-0.148557,0.420304
0,-7.82812,-0.143849,0.253563
0,-8.37244,-0.542811,0.506699
0,-7.67487,-0.0311501,0.370825
0,-11.6326,-2.86093,0.725779
0,-7.95955,-0.250744,0.231452
0,-7.75158,-0.0834487,0.270898
0,-7.85541,-0.168099,0.42625
0,-7.64045,-0.00272335,0.342556
0,-8.86297,-1.0568,0.1515
0,-7.67198,-0.028858,0.369296
0,-7.82805,-0.14379,0.253578
0,-8.1593,-0.389875,0.478863
0,-7.65588,-0.0159078,0.359251
0,-9.40085,-1.27066,0.602032
0,-11.0743,-2.45846,0.700753
0,-9.69667,-1.47936,0.622983
0,-8.39339,-0.557774,0.509198
0,-8.12178,-0.387025,0.210741
0,-7.65204,-0.00862678,0.310935
0,-8.26855,-0.468451,0.493731
0,-7.83128,-0.15017,0.420808
0,-8.42154,-0.57786,0.5125
0,-9.07273,-1.03922,0.576165
0,-7.70579,-0.0552999,0.384494
0,-7.64099,-0.00129099,0.32316
0,-8.4472,-0.596154,0.515457
0,-7.70378,-0.0467117,0.285376
0,-8.31533,-0.55489,0.191204
0,-7.64385,-0.00580489,0.347936
0,-7.64005,-0.00233968,0.341704
0,-7.75045,-0.0894636,0.399604
0,-7.64518,-0.00696599,0.349573
0,-7.65382,-0.014223,0.357686
0,-8.81009,-1.00672,0.154669
0,-9.2105,-1.13642,0.587407
0,-7.87483,-0.182484,0.430421
0,-7.71175,-0.059897,0.386745
0,-7.63971,-0.000563691,0.325809
0,-7.97156,-0.260681,0.229724
0,-9.45397,-1.63884,0.122078
0,-7.75959,-0.0963866,0.402308
0,-9.84611,-1.58489,0.632859
0,-8.06525,-0.339049,0.217385
0,-8.28218,-0.478226,0.495491
0,-7.99159,-0.277311,0.226923
0,-10.0176,-2.23072,0.101155
0,-7.72891,-0.0730602,0.392771
0,-8.09725,-0.345039,0.469716
0,-8.69968,-0.775522,0.542261
0,-8.02499,-0.305194,0.22246
0,-7.66149,-0.0153268,0.304405
0,-8.14746,-0.40898,0.207886
0,-7.97064,-0.259923,0.229854
0,-7.94395,-0.233383,0.444061
0,-7.69048,-0.036689,0.290373
0,-7.64284,-0.00242931,0.32027
0,-10.4442,-2.00863,0.668518
0,-8.15217,-0.413013,0.207373
0,-8.5286,-0.654097,0.524527
0,-7.68549,-0.0395098,0.375993
0,-7.73301,-0.0690628,0.276035
0,-7.69463,-0.0466441,0.380002
0,-12.1385,-3.22927,0.746115
0,-8.64732,-0.85466,0.165171
0,-8.19329,-0.414369,0.483643
0,-7.68133,-0.029859,0.294218
0,-7.89829,-0.19981,0.435245
0,-7.72757,-0.0720383,0.392323
0,-7.64167,-0.00385743,0.344775
0,-7.67706,-0.0266945,0.29616
0,-7.64612,-0.00777692,0.350639
0,-7.70492,-0.0546206,0.384155
0,-8.85748,-1.05159,0.151823
0,-8.95267,-0.954468,0.565854
0,-9.16454,-1.104,0.583722
0,-8.88121,-1.07416,0.150431
0,-8.02536,-0.305504,0.222412
0,-7.74637,-0.0793971,0.272291
0,-8.15039,-0.411488,0.207566
0,-7.67181,-0.0228301,0.298705
0,-7.73157,-0.0679505,0.276456
0,-7.63975,-0.00205213,0.34102
0,-9.57009,-1.75789,0.117306
0,-7.73062,-0.07437,0.393342
0,-7.64024,-0.000851336,0.324626
0,-8.03667,-0.314987,0.220956
0,-7.63856,-0.000771337,0.337126
0,-7.64835,-0.00607573,0.314116
0,-8.67371,-0.879091,0.163385
0,-9.17556,-1.11178,0.584612
0,-7.95051,-0.243286,0.232778
0,-8.17001,-0.3976,0.480386
0,-8.58157,-0.691745,0.530198
0,-7.64097,-0.00127741,0.323201
0,-8.06695,-0.340478,0.217179
0,-7.64799,-0.00583428,0.31445
0,-7.7949,-0.122984,0.411935
0,-7.65071,-0.00769887,0.312027
0,-8.77814,-0.831079,0.549879
0,-7.69326,-0.0455789,0.379423
0,-8.01058,-0.293139,0.224356
0,-7.65678,-0.0119621,0.307443
0,-7.76318,-0.0924865,0.267924
0,-8.22232,-0.473544,0.200058
0,-8.81976,-0.860527,0.553805
0,-7.68958,-0.0427103,0.377831
0,-7.70209,-0.0524351,0.383047
0,-7.84636,-0.16138,0.424244
0,-7.65859,-0.0132542,0.306229
0,-9.19472,-1.12529,0.586149
0,-9.77323,-1.96978,0.109568
0,-8.24552,-0.49372,0.197766
0,-8.49815,-0.718198,0.175971
0,-8.91743,-1.10874,0.148346
0,-8.79365,-0.842057,0.551351
0,-7.85249,-0.165933,0.425607
0,-7.91413,-0.213412,0.238362
0,-9.43281,-1.61731,0.122977
0,-9.44406,-1.30114,0.60522
0,-7.90246,-0.203883,0.240244
0,-7.67788,-0.0273063,0.295775
0,-7.82932,-0.144809,0.253326
0,-8.03004,-0.296263,0.459088
0,-12.0166,-3.14017,0.741398
0,-7.6778,-0.0272475,0.295812
0,-7.67703,-0.0266743,0.296172
0,-8.82438,-0.863795,0.554236
0,-10.0049,-2.21707,0.101568
0,-7.7012,-0.0517477,0.382694
0,-9.56968,-1.38974,0.614232
0,-7.63823,-1.57907e-05,0.331873
0,-7.63874,-0.000992159,0.337952
0,-8.43056,-0.657308,0.181312
0,-7.83099,-0.146139,0.252999
0,-8.3876,-0.553638,0.508511
0,-7.68424,-0.0320271,0.292951
0,-7.74613,-0.0861833,0.398288
0,-8.75601,-0.815414,0.54776
0,-7.72686,-0.0643264,0.277856
0,-7.90526,-0.206168,0.239788
0,-9.72964,-1.50263,0.6252
0,-8.85735,-1.05147,0.151831
0,-8.07691,-0.330303,0.466586
0,-9.01884,-1.20638,0.14275
0,-7.64289,-0.00245832,0.320207
0,-8.43094,-0.584562,0.513589
0,-8.07205,-0.326781,0.465828
0,-7.68775,-0.0412783,0.377017
0,-8.30834,-0.496964,0.498817
0,-7.74565,-0.0788413,0.272485
0,-9.00844,-1.19631,0.143308
0,-7.63852,-0.000726975,0.336946
0,-7.67493,-0.031196,0.370855
0,-8.701,-0.776456,0.542391
0,-7.64637,-0.00798469,0.350903
0,-9.71773,-1.49422,0.624402
0,-7.63825,-7.39057e-06,0.331597
0,-7.68568,-0.0396641,0.376083
0,-7.71962,-0.0659454,0.389584
0,-7.73372,-0.0696099,0.275829
0,-9.78362,-1.98074,0.109191
0,-10.5555,-2.8283,0.0854071
0,-7.67196,-0.0229422,0.298628
0,-7.80245,-0.123412,0.258848
0,-7.67754,-0.0270532,0.295934
0,-7.68293,-0.0375061,0.374806
0,-7.68604,-0.0333693,0.292189
0,-7.67927,-0.0346274,0.373046
0,-9.94241,-1.65296,0.638999
0,-7.6615,-0.0204743,0.363131
0,-7.65014,-0.0111718,0.354602
0,-7.65167,-0.00836856,0.311233
0,-8.05106,-0.311541,0.462502
0,-7.72301,-0.0613722,0.279029
0,-7.66286,-0.0163145,0.303581
0,-7.81208,-0.131058,0.256815
0,-7.64515,-0.00693476,0.349531
0,-7.8642,-0.17462,0.428161
0,-8.64028,-0.733412,0.536289
0,-9.87949,-1.60848,0.635007
0,-7.69044,-0.0433775,0.378206
0,-7.82492,-0.145429,0.419319
0,-7.89547,-0.198183,0.241397
0,-7.84166,-0.157894,0.423188
0,-7.84285,-0.158772,0.423455
0,-7.66863,-0.0205078,0.300347
0,-10.2208,-2.4527,0.0947996
0,-7.65196,-0.00856953,0.311001
0,-8.08938,-0.339342,0.468514
0,-8.43776,-0.663763,0.180728
0,-7.89448,-0.197384,0.24156
0,-8.26438,-0.465458,0.493188
0,-8.54485,-0.665649,0.526285
0,-8.82176,-0.861941,0.553991
0,-8.34538,-0.581424,0.188519
0,-7.85154,-0.165233,0.425399
0,-8.34298,-0.521755,0.503122
0,-8.13703,-0.373802,0.475645
0,-7.67018,-0.0216357,0.299538
0,-8.7344,-0.935603,0.159404
0,-7.64539,-0.0071488,0.349819
0,-8.45349,-0.600635,0.516174
0,-8.0239,-0.304282,0.222602
0,-7.84486,-0.157255,0.250334
0,-7.89673,-0.198658,0.434931
0,-8.27708,-0.474568,0.494835
0,-8.22098,-0.472386,0.200192
0,-8.32854,-0.566537,0.190014
0,-8.27656,-0.520837,0.194789
0,-7.80745,-0.132379,0.415097
0,-8.84471,-0.878172,0.556122
0,-7.6383,-0.000428014,0.335558
0,-8.06358,-0.320635,0.464496
0,-8.03669,-0.301101,0.460178
0,-7.66211,-0.0157783,0.304025
0,-8.46145,-0.606307,0.517078
0,-7.77829,-0.104332,0.264266
0,-7.66211,-0.0157739,0.304029
0,-8.23659,-0.485945,0.198642
0,-7.66011,-0.0193553,0.362223
0,-7.64702,-0.00853739,0.35159
0,-8.33815,-0.57503,0.189158
0,-7.71408,-0.0616882,0.387599
0,-8.507,-0.726215,0.175293
0,-8.94824,-0.951335,0.565463
0,-7.90936,-0.209508,0.239127
0,-7.66657,-0.0245514,0.366256
0,-7.64305,-0.00510503,0.34687
0,-8.10071,-0.369079,0.213158
0,-13.1511,-3.97848,0.78141
0,-7.6545,-0.0103485,0.309059
0,-7.95438,-0.24648,0.232207
0,-7.63841,-9.23988e-06,0.330333
0,-10.271,-1.88561,0.658761
0,-7.6688,-0.0263342,0.367543
0,-7.64634,-0.0047224,0.31609
0,-7.70651,-0.048785,0.284418
0,-7.6419,-0.00407215,0.345157
0,-9.08288,-1.26865,0.139388
0,-7.86609,-0.174361,0.246445
0,-7.66003,-0.0142796,0.305309
0,-7.65178,-0.00844389,0.311145
0,-7.84078,-0.153986,0.251106
0,-8.07729,-0.330581,0.466646
0,-8.55957,-0.774051,0.17137
0,-7.76188,-0.0914741,0.268248
0,-7.68382,-0.0382049,0.375223
0,-10.0298,-1.71477,0.644429
0,-7.72928,-0.0661896,0.277131
0,-9.38638,-1.57026,0.124984
0,-7.64226,-0.00439467,0.345713
0,-9.30911,-1.49247,0.128432
0,-11.9548,-3.09508,0.738964
0,-7.69913,-0.0431937,0.287057
0,-7.65359,-0.00971053,0.309734
0,-8.11568,-0.358377,0.472494
0,-7.64268,-0.00232483,0.320501
0,-7.72889,-0.0658931,0.277245
0,-7.65519,-0.0108383,0.308555
0,-8.16151,-0.421032,0.206363
0,-8.74405,-0.806951,0.546605
0,-8.31457,-0.55422,0.191272
0,-8.91385,-0.927039,0.562407
0,-7.65257,-0.0131856,0.356677
0,-10.4709,-2.73217,0.0876662
0,-9.03046,-1.21765,0.142131
0,-7.63817,-9.97705e-05,0.333197
0,-8.04432,-0.321416,0.219985
0,-7.6729,-0.0236289,0.298161
0,-7.64252,-0.00222807,0.32072
0,-7.63818,-7.05393e-05,0.332847
0,-7.67914,-0.0345276,0.372984
0,-7.69588,-0.040747,0.28827
0,-8.85246,-0.883652,0.556836
0,-8.54993,-0.669263,0.526832
0,-8.10704,-0.37446,0.212425
0,-9.49794,-1.33914,0.609131
0,-8.55256,-0.671132,0.527114
0,-7.72989,-0.0738077,0.393098
0,-7.72498,-0.0700571,0.391445
0,-7.76767,-0.0960014,0.266812
0,-7.67516,-0.0313797,0.370975
0,-7.74441,-0.0848784,0.397758
0,-8.34579,-0.523765,0.503467
0,-9.48937,-1.67498,0.120594
0,-9.63181,-1.43358,0.618557
0,-8.04887,-0.325238,0.219413
0,-7.6761,-0.0259876,0.29661
0,-7.71399,-0.0544749,0.281897
0,-8.25214,-0.499491,0.197123
0,-7.94045,-0.235001,0.234281
0,-8.24689,-0.452903,0.490892
0,-7.65756,-0.012519,0.306912
0,-7.74446,-0.0779122,0.272811
0,-8.2495,-0.497186,0.197379
0,-7.74618,-0.079253,0.272341
0,-9.12027,-1.30524,0.137481
0,-10.7219,-3.01953,0.0811743
0,-10.0522,-1.73065,0.645802
0,-8.11551,-0.381673,0.211454
0,-8.14919,-0.410461,0.207697
0,-8.0017,-0.285727,0.225546
0,-7.74639,-0.0794152,0.272284
0,-9.49654,-1.68232,0.120297
0,-8.42669,-0.653838,0.181628
0,-7.63994,-0.000685474,0.325278
0,-8.42796,-0.654974,0.181524
0,-7.74051,-0.0748538,0.273901
0,-7.65187,-0.0126065,0.356097
0,-8.01121,-0.282552,0.455952
0,-7.86803,-0.177455,0.428981
0,-7.89135,-0.194832,0.242083
0,-7.71607,-0.0560618,0.281221
0,-7.74135,-0.0755075,0.273666
0,-8.97027,-0.966891,0.567397
0,-9.25863,-1.44202,0.130761
0,-7.72633,-0.0639187,0.278016
0,-7.69859,-0.0497254,0.381644
0,-7.99003,-0.2671,0.452329
0,-9.10877,-1.29397,0.138063
0,-10.1922,-2.42117,0.0956621
0,-9.48628,-1.67182,0.120723
0,-7.76807,-0.0963113,0.266715
0,-8.00965,-0.292364,0.224479
0,-7.99282,-0.269136,0.452812
0,-7.63963,-0.00192645,0.340706
0,-7.63817,-0.000103025,0.333232
0,-7.75655,-0.0873175,0.269603
0,-7.82712,-0.147066,0.419835
0,-7.71575,-0.0558201,0.281323
0,-8.30493,-0.494527,0.498388
0,-8.37187,-0.542408,0.506631
0,-7.89914,-0.201173,0.24079
0,-9.00879,-1.19665,0.14329
0,-7.64195,-0.00411646,0.345234
0,-7.63968,-0.00198199,0.340846
0,-7.89502,-0.197397,0.434585
0,-7.95783,-0.243555,0.446612
0,-8.50176,-0.721468,0.175694
0,-8.74877,-0.949047,0.158487
0,-7.67138,-0.0283832,0.368972
0,-7.97515,-0.263654,0.229215
0,-8.80922,-1.00589,0.154722
0,-7.65117,-0.012025,0.355502
0,-9.06727,-1.25343,0.140196
0,-8.07416,-0.346574,0.216303
0,-7.68819,-0.0416254,0.377215
0,-8.4697,-0.692494,0.178182
0,-9.33822,-1.5217,0.127117
0,-7.70411,-0.0540009,0.383843
0,-7.69762,-0.0489695,0.381246
0,-7.76028,-0.0969134,0.402511
0,-9.54126,-1.36969,0.612225
0,-8.39574,-0.559454,0.509477
0,-8.86764,-1.06124,0.151225
0,-7.72539,-0.0703656,0.391582
0,-7.63832,-6.77365e-09,0.330982
0,-7.75931,-0.0894692,0.268898
0,-7.66226,-0.015886,0.303935
0,-7.63995,-0.00224109,0.341475
0,-7.78931,-0.113016,0.261735
0,-8.03207,-0.311124,0.221545
0,-8.5722,-0.685086,0.529207
0,-8.9296,-1.12039,0.147656
0,-7.68144,-0.0363365,0.374099
0,-8.11769,-0.35983,0.472794
0,-8.26177,-0.463582,0.492847
0,-7.79282,-0.115786,0.260951
0,-7.79067,-0.119806,0.41084
0,-10.1744,-1.81712,0.65313
0,-7.75677,-0.0874867,0.269548
0,-7.7483,-0.0878273,0.39895
0,-7.6923,-0.0380523,0.289653
0,-7.64574,-0.0074477,0.350213
0,-7.7577,-0.088213,0.269309
0,-7.73541,-0.0709169,0.275341
0,-8.32026,-0.505499,0.500311
0,-7.7235,-0.061751,0.278877
0,-8.17726,-0.43458,0.204686
0,-7.73115,-0.0676279,0.276579
0,-7.65047,-0.00753343,0.312229
0,-8.29447,-0.487029,0.497062
0,-8.62055,-0.829969,0.167018
0,-8.92858,-0.937446,0.563722
0,-8.15677,-0.416961,0.206874
0,-8.08918,-0.359298,0.214509
0,-7.6475,-0.00550044,0.314925
0,-11.26,-2.59186,0.709407
0,-7.98035,-0.267971,0.228482
0,-8.74615,-0.946598,0.158653
0,-8.02178,-0.290251,0.457722
0,-8.63483,-0.843126,0.166029
0,-7.95702,-0.248656,0.231821
0,-7.64094,-0.00126169,0.323249
0,-7.70909,-0.057841,0.385749
0,-7.89303,-0.196204,0.241801
0,-8.13226,-0.395973,0.209565
0,-7.63928,-0.000343884,0.326942
0,-11.0025,-2.40701,0.697313
0,-8.27678,-0.474349,0.494795
0,-9.52431,-1.71078,0.119155
0,-9.94211,-2.14943,0.103657
0,-7.67274,-0.0294667,0.369707
