# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = bernoulli_model
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 10000
# id = 2
# data
#   file = bernoulli_2.data.R
# init = 2 (Default)
# random
#   seed = 2640066759
# output
#   file = bernoulli_variational_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,log_p__,log_g__,theta
0,-7.69049,-0.00739577,0.290369
0,-8.45921,-0.578768,0.17901
0,-7.63921,-0.00977395,0.327142
0,-8.31434,-0.453556,0.191294
0,-7.79388,-0.0601991,0.260716
0,-7.70167,-0.0116947,0.286131
0,-8.66988,-0.768894,0.163642
0,-8.4796,-0.596773,0.177406
0,-8.21277,-0.368863,0.201019
0,-10.8031,-3.09009,0.0792023
0,-7.97125,-0.180425,0.229768
0,-7.66049,-0.00011836,0.305018
0,-9.00936,-1.38642,0.570786
0,-7.77226,-0.0474424,0.265698
0,-7.84997,-0.0956852,0.249378
0,-10.9866,-3.31901,0.0749594
0,-8.79785,-1.19809,0.551747
0,-8.56649,-0.989357,0.528601
0,-8.28634,-0.429937,0.193871
0,-7.66259,-0.000300781,0.303741
0,-7.76276,-0.0420474,0.268027
0,-8.18022,-0.630307,0.481823
0,-8.45684,-0.576681,0.179198
0,-7.8483,-0.0945892,0.249688
0,-9.66171,-1.76648,0.113725
0,-8.15461,-0.321661,0.207108
0,-7.80641,-0.067854,0.258004
0,-7.76271,-0.203911,0.403209
0,-8.8571,-1.25105,0.557262
0,-7.8508,-0.0962317,0.249224
0,-8.23381,-0.681252,0.489154
0,-8.00968,-0.464328,0.455694
0,-8.6419,-0.743139,0.165542
0,-7.81003,-0.257141,0.415733
0,-7.63974,-0.00847059,0.325741
0,-8.11178,-0.564491,0.471911
0,-7.65838,-1.64573e-05,0.306369
0,-8.09374,-0.2734,0.213972
0,-8.99148,-1.37058,0.569243
0,-7.79627,-0.0616433,0.26019
0,-9.36711,-1.45422,0.125831
0,-8.02814,-0.222852,0.222051
0,-8.14476,-0.313767,0.208182
0,-8.96368,-1.0479,0.145751
0,-7.63842,-0.0205777,0.336362
0,-8.87837,-0.96533,0.150597
0,-9.10257,-1.18489,0.138378
0,-8.672,-0.770849,0.1635
0,-8.12178,-0.295481,0.210742
0,-7.7841,-0.228299,0.409113
0,-7.78683,-0.231371,0.409836
0,-7.8067,-0.0680338,0.257942
0,-7.74343,-0.0315229,0.273091
0,-7.66638,-0.0804356,0.366144
0,-8.02655,-0.221645,0.222258
0,-8.70779,-1.11724,0.543063
0,-8.01326,-0.211616,0.224
0,-7.6382,-0.0152638,0.332231
0,-7.81009,-0.0701347,0.257229
0,-8.24898,-0.398738,0.19743
0,-9.36858,-1.70261,0.599621
0,-7.65602,-0.06357,0.359356
0,-7.78872,-0.0570968,0.261869
0,-8.05991,-0.513937,0.463914
0,-7.72565,-0.159937,0.391672
0,-7.64837,-0.00119956,0.314092
0,-8.18599,-0.635818,0.48263
0,-8.56083,-0.669363,0.171278
0,-7.6402,-0.0291196,0.342049
0,-7.65569,-2.69477e-05,0.308205
0,-7.72841,-0.0238559,0.277388
0,-7.87683,-0.113645,0.244558
0,-7.7424,-0.180137,0.397132
0,-7.78744,-0.0563346,0.262158
0,-7.64113,-0.00612057,0.32292
0,-8.73135,-1.13844,0.545372
0,-8.37105,-0.501989,0.186287
0,-9.1548,-1.23721,0.135755
0,-8.49837,-0.927181,0.521212
0,-8.08939,-0.542742,0.468514
0,-7.63992,-0.00809073,0.325314
0,-7.77804,-0.221447,0.407484
0,-7.69624,-0.122633,0.380675
0,-7.64387,-0.00342199,0.318908
0,-7.64913,-0.000970794,0.313394
0,-7.65272,-0.0577027,0.356801
0,-7.74028,-0.0298715,0.273965
0,-7.69685,-0.00977122,0.287905
0,-8.70926,-0.805397,0.161033
0,-7.64191,-0.0344098,0.345174
0,-9.12253,-1.48645,0.580297
0,-7.92806,-0.381972,0.441072
0,-8.62168,-0.724616,0.16694
0,-7.76228,-0.203418,0.403086
0,-7.72844,-0.0238686,0.277381
0,-8.35145,-0.79161,0.504158
0,-8.73515,-0.829553,0.159356
0,-7.66728,-0.000954993,0.301072
0,-7.7017,-0.0117092,0.286118
0,-7.64892,-0.0504649,0.353474
0,-8.13552,-0.587421,0.475425
0,-7.63848,-0.0126849,0.329975
0,-7.94712,-0.162892,0.233281
0,-7.96171,-0.41622,0.447316
0,-7.67464,-0.00251465,0.297309
0,-8.60904,-0.713076,0.167825
0,-7.64306,-0.0374654,0.346876
0,-7.66353,-0.0759721,0.364418
0,-8.54936,-0.659029,0.172119
0,-7.65602,-1.60052e-05,0.307968
0,-8.17665,-0.626898,0.481322
0,-8.00771,-0.462367,0.45536
0,-7.91224,-0.138081,0.238664
0,-8.47501,-0.592716,0.177764
0,-7.63869,-0.0225093,0.337734
0,-7.64072,-0.0066968,0.323655
0,-8.76102,-0.85381,0.157711
0,-7.66116,-0.0721691,0.36291
0,-9.63571,-1.73842,0.114726
0,-9.08435,-1.45275,0.577136
0,-7.67965,-0.0999919,0.373231
0,-7.6699,-0.0857898,0.368157
0,-7.73419,-0.026747,0.275692
0,-8.68046,-0.778668,0.162934
0,-7.6812,-0.102176,0.373981
0,-10.4462,-2.6386,0.668625
0,-7.84975,-0.0955434,0.249418
0,-7.74744,-0.0336462,0.272003
0,-7.68032,-0.00406282,0.294666
0,-8.15559,-0.322448,0.207001
0,-7.90464,-0.13277,0.23989
0,-7.71659,-0.148734,0.388506
0,-8.1756,-0.338582,0.204861
0,-7.64024,-0.0292427,0.342124
0,-9.15749,-1.23991,0.135622
0,-7.74867,-0.187556,0.399066
0,-7.77606,-0.0496383,0.264792
0,-8.61385,-1.03237,0.533571
0,-7.70271,-0.1311,0.383293
0,-7.83091,-0.0832948,0.253014
0,-8.17496,-0.625276,0.481083
0,-7.78192,-0.225841,0.408531
0,-8.17883,-0.628984,0.481629
0,-8.03179,-0.225621,0.221581
0,-8.04528,-0.235897,0.219864
0,-7.65188,-0.0561586,0.356108
0,-9.05582,-1.13843,0.140793
0,-9.21147,-1.29446,0.132995
0,-7.67249,-0.00200119,0.298364
0,-7.81409,-0.0726272,0.256399
0,-7.83055,-0.279525,0.420638
0,-7.80076,-0.246913,0.413426
0,-8.78906,-1.19023,0.550917
0,-8.69091,-0.788351,0.16224
0,-7.65437,-0.0606737,0.358109
0,-10.2287,-2.40194,0.0945627
0,-8.3525,-0.486064,0.187894
0,-8.59181,-0.6974,0.169044
0,-8.22566,-0.673534,0.488061
0,-8.34576,-0.480295,0.188486
0,-10.9409,-3.26159,0.0759897
0,-8.52606,-0.952503,0.524252
0,-12.095,-4.79459,0.0543699
0,-7.90926,-0.362617,0.437427
0,-7.64818,-0.00126295,0.314274
0,-7.64676,-0.0460349,0.351327
0,-7.82352,-0.0785712,0.25448
0,-8.73404,-0.828512,0.159427
0,-9.86924,-1.99392,0.106154
0,-8.27304,-0.71826,0.494312
0,-8.22603,-0.379758,0.199688
0,-7.82114,-0.26931,0.418423
0,-7.64325,-0.00390332,0.319714
0,-7.77471,-0.217664,0.406576
0,-7.65517,-0.0620986,0.358726
0,-8.65248,-0.752854,0.16482
0,-7.64083,-0.00653404,0.32345
0,-8.95052,-1.33422,0.565664
0,-7.7496,-0.034809,0.271423
0,-8.41923,-0.854424,0.512231
0,-8.10464,-0.281949,0.212702
0,-10.0428,-2.18878,0.100335
0,-7.64077,-0.0309933,0.343184
0,-8.76499,-1.16865,0.548623
0,-7.64548,-0.00241675,0.317019
0,-7.75987,-0.0404275,0.268757
0,-9.07328,-1.44297,0.57621
0,-7.6382,-0.0179348,0.334381
0,-10.2436,-2.46322,0.657179
0,-7.69542,-0.121554,0.380336
0,-8.4897,-0.605721,0.176622
0,-8.35967,-0.49221,0.18727
0,-9.7175,-1.82703,0.111619
0,-7.69304,-0.118383,0.37933
0,-8.04607,-0.500342,0.4617
0,-8.2896,-0.432676,0.193567
0,-7.65085,-0.0542194,0.355226
0,-7.76273,-0.0420281,0.268035
0,-7.71454,-0.0172677,0.281718
0,-7.77438,-0.0486643,0.265191
0,-7.71675,-0.0182809,0.281002
0,-8.19974,-0.648923,0.484534
0,-7.92176,-0.144784,0.237157
0,-8.83707,-0.92581,0.153038
0,-7.67864,-0.00357733,0.295428
0,-8.20908,-0.365839,0.201393
0,-8.17495,-0.33805,0.20493
0,-7.80417,-0.250686,0.414282
0,-7.98824,-0.192943,0.227385
0,-7.78454,-0.0546156,0.262817
0,-7.63825,-0.0187765,0.335026
0,-8.93991,-1.02477,0.147076
0,-7.96667,-0.177079,0.230422
0,-8.25713,-0.703279,0.49224
0,-7.64613,-0.044664,0.350643
0,-7.77304,-0.215763,0.406116
0,-7.6457,-0.0437126,0.350162
0,-8.99801,-1.08146,0.143872
0,-7.98151,-0.436168,0.450842
0,-8.8224,-0.911839,0.153921
0,-11.1528,-3.2508,0.704455
0,-7.76557,-0.207215,0.404027
0,-8.4535,-0.573748,0.179464
0,-7.91548,-0.369042,0.438647
0,-7.89549,-0.34834,0.43468
0,-7.66888,-0.0842555,0.367587
0,-8.33769,-0.473405,0.189198
0,-7.76166,-0.0414309,0.268303
0,-7.78441,-0.228653,0.409196
0,-8.36708,-0.80614,0.506054
0,-7.70655,-0.136039,0.384784
0,-7.75944,-0.0401935,0.268864
0,-8.12364,-0.296957,0.210531
0,-7.70427,-0.0127745,0.285201
0,-8.62443,-0.727133,0.166748
0,-7.937,-0.391113,0.442763
0,-7.77827,-0.0509255,0.264271
0,-7.7073,-0.0140623,0.284145
0,-8.06358,-0.517532,0.464495
0,-7.99693,-0.451615,0.453521
0,-7.63888,-0.0108492,0.32823
0,-7.92275,-0.145485,0.237001
0,-7.74023,-0.177555,0.39645
0,-9.17753,-1.2601,0.134638
0,-9.33208,-1.41795,0.127393
0,-7.70566,-0.134898,0.384442
0,-8.04533,-0.235936,0.219858
0,-8.10428,-0.557215,0.470782
0,-8.71134,-0.807335,0.160897
0,-8.18803,-0.348658,0.203558
0,-7.85537,-0.0992503,0.248382
0,-7.63833,-0.0197561,0.33576
0,-7.74273,-0.0311522,0.273285
0,-10.6088,-2.85248,0.0840211
0,-7.81319,-0.072063,0.256585
0,-8.05502,-0.243366,0.218646
0,-8.2425,-0.393364,0.198062
0,-7.67764,-0.0971272,0.372236
0,-7.95816,-0.170877,0.231654
0,-7.78361,-0.0540611,0.263032
0,-10.704,-2.86179,0.682386
0,-8.18469,-0.34595,0.203905
0,-7.73977,-0.177008,0.396305
0,-7.93066,-0.151103,0.235773
0,-8.5783,-0.685154,0.170012
0,-8.22506,-0.672972,0.487981
0,-7.70542,-0.0132592,0.284798
0,-8.04165,-0.495984,0.460984
0,-7.74388,-0.18189,0.397592
0,-7.64284,-0.00425034,0.320266
0,-8.32387,-0.765905,0.500762
0,-7.93736,-0.39148,0.44283
0,-10.2292,-2.40259,0.0945461
0,-8.30224,-0.443325,0.192398
0,-7.63943,-0.0261686,0.340187
0,-7.67052,-0.00157089,0.299361
0,-7.6663,-0.000792608,0.301613
0,-7.89136,-0.123578,0.242081
0,-7.73263,-0.16843,0.394004
0,-7.74675,-0.185286,0.398478
0,-7.92022,-0.143697,0.237398
0,-7.80181,-0.0650239,0.258985
0,-8.39339,-0.521276,0.184388
0,-7.64439,-0.00306391,0.318271
0,-7.80157,-0.0648741,0.259038
0,-12.3543,-4.30026,0.7542
0,-9.03129,-1.40584,0.572663
0,-8.11504,-0.290149,0.211507
0,-7.92105,-0.144283,0.237268
0,-7.74294,-0.0312644,0.273226
0,-8.86383,-0.951384,0.151449
0,-8.64408,-1.05975,0.536677
0,-7.76917,-0.0456712,0.266446
0,-7.79175,-0.236879,0.411121
0,-7.63931,-0.00951432,0.326871
0,-7.68361,-0.105541,0.375122
0,-8.24107,-0.392185,0.198201
0,-7.66933,-0.0849403,0.367842
0,-7.64022,-0.0291708,0.34208
0,-8.28619,-0.429813,0.193885
0,-7.80922,-0.256251,0.415534
0,-7.63859,-0.0218646,0.337283
0,-7.82371,-0.0786961,0.254441
0,-7.63967,-0.00862284,0.32591
0,-7.67291,-0.0902614,0.369794
0,-7.78492,-0.229221,0.40933
0,-7.66064,-0.0713228,0.362569
0,-7.66989,-0.00144075,0.29969
0,-7.92208,-0.145009,0.237107
0,-9.12871,-1.4919,0.580805
0,-7.82079,-0.0768419,0.25503
0,-8.07638,-0.259867,0.216036
0,-8.37567,-0.814118,0.507087
0,-7.82432,-0.272765,0.419176
0,-8.83659,-1.23275,0.555371
0,-7.97479,-0.429418,0.449658
0,-10.7726,-3.05241,0.0799367
0,-8.48795,-0.604171,0.176757
0,-7.97709,-0.184719,0.22894
0,-8.49845,-0.613493,0.175947
0,-7.90916,-0.362514,0.437407
0,-7.83025,-0.082871,0.253143
0,-7.99662,-0.451301,0.453467
0,-8.42067,-0.855749,0.512399
0,-7.80003,-0.0639355,0.259369
0,-7.7505,-0.0352936,0.271184
0,-7.98281,-0.188928,0.228139
0,-7.63866,-0.0222927,0.337583
0,-7.67085,-0.00163988,0.299193
0,-8.78974,-0.880878,0.155918
0,-7.7553,-0.195321,0.401052
0,-7.93793,-0.39206,0.442937
0,-7.72241,-0.155959,0.39056
0,-7.66042,-0.0709704,0.362427
0,-7.97626,-0.184102,0.229058
0,-9.79124,-2.07105,0.629284
0,-7.64342,-0.0383856,0.347375
0,-7.66291,-0.074989,0.364032
0,-8.06693,-0.520814,0.465023
0,-7.6621,-0.000251258,0.304035
0,-7.83256,-0.281693,0.421103
0,-7.70504,-0.134101,0.384202
0,-7.65332,-0.0001935,0.309942
0,-7.75354,-0.0369413,0.270386
0,-8.10828,-0.284816,0.212282
0,-7.69147,-0.00774957,0.289978
0,-8.37122,-0.80998,0.506552
0,-7.92961,-0.150353,0.235936
0,-8.8873,-1.27799,0.560017
0,-8.12589,-0.29874,0.210278
0,-7.67858,-0.00356098,0.295455
0,-8.62055,-1.03845,0.534264
0,-7.77377,-0.0483134,0.265336
0,-8.33715,-0.472945,0.189246
0,-7.82972,-0.0825264,0.253249
0,-8.94113,-1.02596,0.147007
0,-8.40517,-0.531495,0.183402
0,-8.43348,-0.556181,0.181075
0,-9.13912,-1.22145,0.136535
0,-8.05049,-0.239892,0.21921
0,-8.28576,-0.730215,0.49595
0,-7.88869,-0.121739,0.24253
0,-8.04592,-0.500193,0.461676
0,-7.69189,-0.116846,0.378838
0,-9.68354,-1.97742,0.622094
0,-7.94744,-0.163119,0.233234
0,-7.69541,-0.121534,0.380329
0,-8.51443,-0.94187,0.522981
0,-7.89059,-0.123044,0.242211
0,-7.64028,-0.0293857,0.342212
0,-7.83446,-0.283746,0.421542
0,-8.16478,-0.329842,0.206012
0,-8.06658,-0.252278,0.217223
0,-7.83142,-0.280463,0.420839
0,-7.8425,-0.292393,0.423376
0,-8.58309,-1.00446,0.530358
0,-7.70415,-0.0127236,0.285244
0,-8.54924,-0.97365,0.526758
0,-7.66411,-0.0768965,0.364779
0,-7.9712,-0.180394,0.229774
0,-7.67153,-0.00178597,0.298848
0,-7.98429,-0.438963,0.45133
0,-7.89788,-0.128076,0.240997
0,-8.04945,-0.239089,0.219341
0,-8.627,-0.72948,0.16657
0,-7.81661,-0.0742105,0.255879
0,-8.40643,-0.532591,0.183297
0,-8.12764,-0.579821,0.474268
0,-7.68194,-0.103209,0.374333
0,-7.89065,-0.343298,0.433698
0,-8.33261,-0.774058,0.501845
0,-9.0404,-1.12318,0.141604
0,-7.95164,-0.16615,0.232612
0,-7.92144,-0.144562,0.237206
0,-8.56321,-0.671507,0.171105
0,-8.39695,-0.52436,0.184089
0,-7.93079,-0.151195,0.235753
0,-7.65142,-0.0553044,0.355721
0,-9.14029,-1.22263,0.136476
0,-7.64084,-0.0312204,0.34332
0,-8.58215,-0.688635,0.169735
0,-7.98334,-0.189324,0.228064
0,-7.67902,-0.00368547,0.295254
0,-7.65611,-0.0637324,0.359425
0,-7.8137,-0.261179,0.416632
0,-7.64018,-0.0290376,0.341998
0,-8.16195,-0.327563,0.206315
0,-9.01431,-1.39081,0.571211
0,-9.30669,-1.39177,0.128542
0,-9.36886,-1.45604,0.125754
0,-8.38863,-0.51716,0.184789
0,-7.80228,-0.248591,0.413808
0,-8.01784,-0.472436,0.457065
0,-9.01375,-1.09692,0.143023
0,-7.66869,-0.0839673,0.367479
0,-7.96309,-0.174463,0.230939
0,-8.55176,-0.661192,0.171943
0,-7.81903,-0.0757321,0.255386
0,-7.71982,-0.152749,0.389653
0,-8.55369,-0.662925,0.171801
0,-7.65023,-0.000695439,0.312434
0,-10.2108,-2.38121,0.0950995
0,-7.69731,-0.124049,0.381118
0,-7.87573,-0.112902,0.244748
0,-9.44328,-1.53374,0.122531
0,-7.88483,-0.119098,0.243183
0,-7.74831,-0.0341144,0.271768
0,-7.65358,-0.00016659,0.309742
0,-7.81809,-0.265983,0.417693
0,-8.88918,-1.27966,0.560187
0,-7.88898,-0.12194,0.242481
0,-7.74171,-0.179315,0.396915
0,-9.28473,-1.62912,0.593228
0,-10.5076,-2.73056,0.0866781
0,-7.65242,-0.000301828,0.310633
0,-10.0926,-2.24537,0.0987456
0,-10.9118,-3.04178,0.692883
0,-9.52204,-1.83672,0.610857
0,-10.9089,-3.03925,0.692739
0,-7.83571,-0.0863849,0.25208
0,-8.30437,-0.747671,0.498318
0,-8.41493,-0.539987,0.182593
0,-8.01252,-0.211059,0.224098
0,-7.67368,-0.00228068,0.297774
0,-7.68687,-0.00613737,0.291843
0,-8.06456,-0.250713,0.21747
0,-7.6576,-0.0662734,0.360496
0,-8.58803,-0.693971,0.169314
0,-7.8804,-0.116068,0.243942
0,-7.74494,-0.183144,0.39792
0,-9.03347,-1.11634,0.141971
0,-7.90759,-0.360897,0.437099
0,-8.87179,-0.959017,0.150981
0,-8.33861,-0.779657,0.502586
0,-7.738,-0.174882,0.39574
0,-7.64529,-0.00252223,0.317233
0,-7.74172,-0.0306254,0.273563
0,-7.65181,-0.00039254,0.311121
0,-8.38473,-0.513788,0.185119
0,-7.68897,-0.00685822,0.290981
0,-8.06194,-0.515928,0.464236
0,-7.64341,-0.00376983,0.319496
0,-7.84082,-0.0896979,0.251099
0,-7.87238,-0.324148,0.429903
0,-7.77133,-0.0469076,0.265922
0,-8.39489,-0.522579,0.184261
0,-8.10834,-0.561157,0.471395
0,-8.47644,-0.59398,0.177652
0,-8.47334,-0.591233,0.177896
0,-8.63408,-1.0507,0.535655
0,-9.29529,-1.63839,0.594044
0,-7.66,-8.68493e-05,0.305326
0,-8.30863,-0.448725,0.191813
0,-7.89942,-0.352427,0.435472
0,-8.15953,-0.610501,0.478895
0,-7.65652,-0.0644385,0.359725
0,-8.09582,-0.549002,0.469499
0,-13.4538,-5.27704,0.790777
0,-7.64085,-0.0312571,0.343342
0,-7.65265,-0.0575717,0.356742
0,-7.68294,-0.00485963,0.29351
0,-8.10834,-0.284861,0.212275
0,-8.42663,-0.86125,0.51309
0,-9.59266,-1.69216,0.116409
0,-7.95899,-0.171482,0.231533
0,-8.42547,-0.860187,0.512957
0,-8.77955,-0.871253,0.156551
0,-7.83139,-0.0836021,0.25292
0,-7.65106,-0.0546163,0.355407
0,-7.64563,-0.0435656,0.350088
0,-7.85048,-0.0960253,0.249282
0,-8.56222,-0.985469,0.528146
0,-9.00001,-1.37814,0.569981
0,-8.14565,-0.597179,0.4769
0,-8.04543,-0.236012,0.219845
0,-8.58216,-1.00361,0.53026
0,-7.72861,-0.163551,0.392671
0,-7.73727,-0.028316,0.274812
0,-7.98007,-0.186907,0.228522
0,-8.1026,-0.280346,0.212938
0,-7.75632,-0.0384634,0.269665
0,-7.65589,-0.0633417,0.359259
0,-7.83348,-0.0849466,0.252512
0,-8.54652,-0.971166,0.526465
0,-8.11963,-0.293774,0.210986
0,-8.72222,-1.13023,0.54448
0,-7.65912,-4.18804e-05,0.30589
0,-8.53912,-0.964421,0.525668
0,-9.6769,-1.78292,0.113146
0,-7.98445,-0.439125,0.451358
0,-10.7932,-2.93906,0.686955
0,-10.2434,-2.41905,0.0941234
0,-7.67674,-0.00305536,0.29631
0,-7.86431,-0.315631,0.428183
0,-7.974,-0.182445,0.229377
0,-7.65277,-0.000256078,0.31036
0,-7.74235,-0.0309517,0.27339
0,-8.57889,-0.685686,0.169969
0,-9.62354,-1.92519,0.617986
0,-7.79423,-0.0604096,0.260638
0,-8.1345,-0.305585,0.209315
0,-8.43271,-0.555503,0.181138
0,-9.63612,-1.93615,0.618854
0,-9.09883,-1.18116,0.138569
0,-7.76738,-0.0446515,0.266884
0,-7.88667,-0.120355,0.242871
0,-7.73959,-0.0295132,0.274158
0,-8.08583,-0.267217,0.214907
0,-9.97739,-2.11483,0.102477
0,-7.78126,-0.225095,0.408354
0,-8.25487,-0.403631,0.196859
0,-7.64954,-0.0516927,0.354053
0,-8.31314,-0.452539,0.191403
0,-8.03065,-0.485121,0.459187
0,-7.70864,-0.01464,0.283688
0,-10.2577,-2.43564,0.0937008
0,-7.98767,-0.192525,0.227463
0,-8.37656,-0.814941,0.507194
0,-7.83969,-0.0889656,0.251314
0,-7.67039,-0.0865254,0.368429
0,-10.5561,-2.78877,0.0853928
0,-8.0139,-0.46852,0.456404
0,-7.63842,-0.0130394,0.330297
0,-7.69297,-0.118286,0.379299
0,-8.47756,-0.908104,0.518894
0,-7.82239,-0.270664,0.418719
0,-7.79537,-0.0611002,0.260387
0,-8.17701,-0.339717,0.204713
0,-8.20997,-0.366565,0.201303
0,-8.53395,-0.645194,0.173261
0,-8.36037,-0.799905,0.505243
0,-8.36854,-0.499826,0.186503
0,-8.31555,-0.454584,0.191184
0,-7.65886,-0.0683974,0.361377
0,-8.30342,-0.746777,0.498197
0,-9.43816,-1.76347,0.604787
